uid,SPORTS
81681,"club111"
81683,"club202"
81765,"club125"
81796,"club111"
81817,"club245"
81837,"club503"
81856,"club124"
81860,"club117"
81861,"club218"
81871,"club242"
81885,"club123"
81886,"club267"
81888,"club113"
81902,"club101"
81910,"club131"
81913,"club124"
81942,"club115"
81947,"club420"
81949,"club117"
81958,"club206"
81962,"club403"
81992,"club604"
81997,"club101"
82003,"club503"
82010,"club111"
82026,"club604"
82032,"club417"
82065,"club245"
82077,"club123"
82081,"club111"
82083,"club102"
82084,"club101"
82097,"club132"
82100,"club233"
82130,"club117"
82165,"club402"
82175,"club128"
82177,"club245"
82181,"club233"
82210,"club105"
82224,"club219"
82231,"club125"
82240,"club245"
82245,"club210"
82249,"club604"
82257,"club206"
82260,"club245"
82267,"club123"
82280,"club124"
82286,"club401"
82293,"club133"
82313,"club602"
82321,"club243"
82325,"club101"
82331,"club133"
82336,"club417"
82343,"club117"
82359,"club219"
82360,"club604"
82392,"club249"
82410,"club125"
82424,"club111"
82459,"club258"
82466,"club604"
82474,"club206"
82486,"club413"
82491,"club111"
82505,"club109"
82515,"club242"
82517,"club111"
82522,"club206"
82534,"club101"
82538,"club209"
82542,"club111"
82555,"club250"
82569,"club242"
82572,"club132"
82588,"club601"
82593,"club123"
82606,"club111"
82623,"club132"
82663,"club133"
82691,"club133"
82694,"club105"
82695,"club402"
82697,"club218"
82721,"club245"
82722,"club106"
82726,"club123"
82735,"club101"
82784,"club237"
82787,"club212"
82794,"club133"
82828,"club132"
82846,"club242"
82849,"club221"
82862,"club503"
82874,"club129"
82878,"club116"
82896,"club402"
82945,"club101"
82953,"club103"
82954,"club111"
82986,"club111"
83040,"club119"
83041,"club604"
83047,"club123"
83054,"club123"
83058,"club114"
83101,"club242"
83105,"club111"
83144,"club242"
83170,"club245"
83173,"club242"
83191,"club402"
83203,"club402"
83204,"club221"
83231,"club403"
83253,"club206"
83264,"club123"
83276,"club402"
83288,"club111"
83311,"club245"
83318,"club115"
83329,"club245"
83339,"club206"
83367,"club123"
83371,"club125"
83386,"club132"
83389,"club128"
83391,"club126"
83397,"club403"
83417,"club109"
83454,"club221"
83468,"club123"
83475,"club245"
83476,"club420"
83477,"club123"
83495,"club420"
83526,"club404"
83562,"club123"
83578,"club133"
83597,"club134"
83608,"club125"
83633,"club245"
83658,"club102"
83659,"club111"
83684,"club109"
83698,"club245"
83714,"club128"
83743,"club604"
83783,"club109"
83786,"club402"
83790,"club108"
83804,"club132"
83821,"club245"
83851,"club242"
83896,"club417"
83914,"club128"
83917,"club132"
83918,"club132"
83924,"club125"
83929,"club125"
83934,"club113"
83958,"club134"
83959,"club123"
83967,"club413"
83972,"club242"
83987,"club604"
83991,"club133"
84008,"club125"
84016,"club113"
84041,"club221"
84047,"club402"
84064,"club245"
84069,"club204"
84074,"club245"
84088,"club125"
84102,"club115"
84113,"club242"
84137,"club242"
84160,"club243"
84177,"club123"
84184,"club503"
84187,"club245"
84201,"club402"
84227,"club402"
84228,"club604"
84251,"club402"
84255,"club221"
84258,"club129"
84265,"club117"
84267,"club218"
84279,"club242"
84306,"club221"
84331,"club601"
84341,"club125"
84358,"club111"
84361,"club242"
84365,"club245"
84388,"club417"
84394,"club123"
84396,"club119"
84414,"club111"
84451,"club111"
84455,"club117"
84497,"club401"
84531,"club604"
84533,"club245"
84564,"club413"
84567,"club114"
84629,"club211"
84639,"club133"
84663,"club420"
84678,"club107"
84717,"club242"
84728,"club417"
84735,"club261"
84769,"club245"
84775,"club124"
84788,"club132"
84789,"club111"
84795,"club111"
84819,"club134"
84822,"club133"
84826,"club123"
84829,"club605"
84840,"club405"
84874,"club249"
84882,"club250"
84897,"club417"
84908,"club604"
84958,"club134"
84973,"club402"
84994,"club111"
84999,"club109"
85015,"club233"
85016,"club220"
85027,"club407"
85029,"club109"
85032,"club604"
85036,"club107"
85051,"club117"
85055,"club420"
85091,"club108"
85108,"club604"
85117,"club132"
85131,"club420"
85150,"club123"
85152,"club119"
85153,"club103"
85166,"club242"
85171,"club134"
85172,"club123"
85218,"club111"
85223,"club402"
85285,"club410"
85340,"club111"
85354,"club111"
85362,"club125"
85375,"club103"
85378,"club245"
85389,"club123"
85390,"club211"
85409,"club602"
85436,"club245"
85441,"club221"
85442,"club107"
85461,"club604"
85475,"club109"
85516,"club114"
85522,"club402"
85541,"club605"
85565,"club111"
85593,"club134"
85599,"club111"
85611,"club115"
85635,"club111"
85645,"club132"
85656,"club111"
85657,"club242"
85661,"club202"
85676,"club132"
85710,"club105"
85719,"club602"
85730,"club604"
85735,"club123"
85738,"club111"
85757,"club123"
85758,"club132"
85762,"club101"
85763,"club111"
85774,"club103"
85805,"club105"
85806,"club111"
85810,"club109"
85813,"club403"
85864,"club136"
85870,"club129"
85879,"club602"
85887,"club123"
85915,"club109"
85920,"club602"
85929,"club123"
85940,"club404"
85946,"club218"
85957,"club111"
85978,"club105"
85983,"club407"
86001,"club402"
86017,"club115"
86027,"club135"
86035,"club125"
86043,"club111"
86078,"club402"
86097,"club111"
86100,"club101"
86108,"club111"
86114,"club105"
86116,"club123"
86151,"club218"
86175,"club111"
86180,"club117"
86181,"club124"
86191,"club125"
86207,"club111"
86232,"club407"
86260,"club206"
86261,"club402"
86271,"club111"
86273,"club109"
86303,"club117"
86311,"club105"
86343,"club413"
86353,"club242"
86359,"club136"
86363,"club245"
86365,"club111"
86397,"club123"
86421,"club404"
86435,"club604"
86437,"club413"
86440,"club221"
86465,"club127"
86468,"club403"
86474,"club101"
86477,"club602"
86480,"club136"
86489,"club602"
86493,"club103"
86502,"club420"
86508,"club111"
86538,"club132"
86565,"club109"
86566,"club220"
86567,"club245"
86583,"club602"
86625,"club602"
86638,"club133"
86642,"club123"
86650,"club404"
86660,"club108"
86680,"club602"
86689,"club111"
86692,"club410"
86696,"club132"
86697,"club402"
86716,"club602"
86745,"club123"
86811,"club105"
86814,"club245"
86821,"club112"
86824,"club101"
86831,"club220"
86856,"club101"
86871,"club101"
86880,"club242"
86893,"club127"
86895,"club111"
86925,"club402"
86934,"club249"
86957,"club605"
86979,"club133"
86983,"club111"
86989,"club115"
86990,"club115"
87064,"club402"
87078,"club413"
87091,"club111"
87093,"club402"
87106,"club413"
87112,"club111"
87144,"club111"
87145,"club109"
87182,"club245"
87214,"club402"
87237,"club123"
87242,"club125"
87243,"club501"
87249,"club402"
87259,"club402"
87313,"club601"
87320,"club221"
87339,"club242"
87341,"club133"
87354,"club115"
87373,"club402"
87384,"club413"
87386,"club245"
87415,"club413"
87429,"club101"
87435,"club125"
87439,"club242"
87452,"club133"
87474,"club108"
87480,"club404"
87481,"club242"
87482,"club233"
87495,"club402"
87500,"club221"
87515,"club404"
87523,"club604"
87565,"club603"
87586,"club111"
87587,"club245"
87588,"club210"
87615,"club107"
87634,"club111"
87644,"club407"
87658,"club242"
87694,"club218"
87736,"club420"
87742,"club134"
87756,"club402"
87780,"club132"
87805,"club111"
87813,"club111"
87823,"club242"
87832,"club605"
87853,"club109"
87854,"club111"
87861,"club420"
87872,"club117"
87874,"club205"
87906,"club133"
87950,"club111"
87951,"club413"
87953,"club109"
87955,"club133"
87958,"club111"
87969,"club245"
87975,"club124"
87987,"club117"
88000,"club123"
88014,"club415"
88015,"club105"
88021,"club111"
88042,"club111"
88088,"club605"
88132,"club111"
88139,"club242"
88149,"club501"
88159,"club604"
88183,"club125"
88193,"club402"
88196,"club117"
88230,"club219"
88251,"club605"
88282,"club111"
88293,"club132"
88296,"club402"
88311,"club109"
88333,"club418"
88335,"club123"
88337,"club111"
88340,"club123"
88345,"club123"
88360,"club111"
88387,"club111"
88437,"club605"
88490,"club132"
88495,"club218"
88505,"club121"
88512,"club242"
88514,"club125"
88515,"club242"
88551,"club108"
88579,"club111"
88580,"club107"
88581,"club111"
88585,"club105"
88595,"club113"
88603,"club113"
88608,"club125"
88628,"club249"
88655,"club123"
88662,"club125"
88692,"club111"
88717,"club413"
88722,"club245"
88746,"club125"
88748,"club402"
88758,"club405"
88768,"club125"
88769,"club111"
88786,"club220"
88794,"club413"
88813,"club413"
88814,"club401"
88832,"club119"
88833,"club119"
88840,"club242"
88842,"club402"
88852,"club402"
88871,"club111"
88874,"club111"
88894,"club111"
88899,"club111"
88907,"club413"
88910,"club109"
88918,"club113"
88920,"club402"
89033,"club111"
89049,"club123"
89050,"club222"
89056,"club111"
89066,"club101"
89069,"club111"
89077,"club111"
89089,"club405"
89099,"club402"
89111,"club111"
89125,"club111"
89134,"club403"
89138,"club403"
89160,"club403"
89163,"club218"
89166,"club111"
89193,"club109"
89203,"club245"
89213,"club403"
89227,"club242"
89231,"club111"
89237,"club402"
89257,"club125"
89286,"club111"
89289,"club251"
89312,"club132"
89318,"club410"
89336,"club410"
89351,"club115"
89356,"club123"
89372,"club111"
89393,"club124"
89415,"club219"
89438,"club119"
89465,"club124"
89484,"club109"
89487,"club132"
89508,"club103"
89517,"club204"
89527,"club119"
89568,"club133"
89586,"club132"
89593,"club218"
89607,"club221"
89618,"club127"
89623,"club604"
89624,"club210"
89643,"club127"
89660,"club117"
89662,"club111"
89673,"club125"
89705,"club402"
89706,"club111"
89713,"club403"
89732,"club403"
89733,"club122"
89747,"club108"
89757,"club111"
89781,"club221"
89782,"club123"
89800,"club402"
89814,"club135"
89830,"club404"
89831,"club111"
89857,"club103"
89862,"club125"
89871,"club113"
89900,"club133"
89905,"club125"
89910,"club117"
89916,"club123"
89924,"club604"
89980,"club111"
90073,"club402"
90090,"club105"
90092,"club123"
90125,"club402"
90158,"club132"
90165,"club115"
90200,"club111"
90251,"club105"
90261,"club105"
90297,"club404"
90314,"club119"
90323,"club105"
90326,"club133"
90340,"club133"
90358,"club129"
90364,"club219"
90366,"club115"
90375,"club133"
90391,"club105"
90395,"club603"
90400,"club111"
90411,"club212"
90438,"club221"
90459,"club132"
90460,"club221"
90471,"club252"
90474,"club101"
90475,"club129"
90494,"club105"
90495,"club219"
90506,"club402"
90514,"club604"
90520,"club413"
90563,"club413"
90574,"club407"
90588,"club125"
90594,"club132"
90599,"club117"
90610,"club109"
90623,"club132"
90625,"club601"
90642,"club601"
90651,"club413"
90697,"club119"
90713,"club402"
90724,"club111"
90727,"club402"
90730,"club404"
90736,"club101"
90738,"club402"
90745,"club111"
90755,"club119"
90762,"club112"
90765,"club103"
90783,"club420"
90787,"club402"
90835,"club101"
90840,"club123"
90849,"club132"
90853,"club134"
90855,"club123"
90875,"club237"
90907,"club117"
90928,"club111"
90947,"club135"
90951,"club221"
90954,"club402"
90958,"club109"
90964,"club132"
90967,"club254"
91007,"club111"
91046,"club605"
91067,"club123"
91082,"club404"
91106,"club404"
91109,"club106"
91127,"club109"
91134,"club125"
91146,"club402"
91190,"club403"
91191,"club254"
91197,"club111"
91214,"club602"
91233,"club111"
91234,"club261"
91272,"club125"
91288,"club201"
91342,"club101"
91350,"club128"
91356,"club132"
91386,"club401"
91390,"club123"
91433,"club402"
91476,"club102"
91485,"club118"
91488,"club111"
91491,"club132"
91492,"club242"
91497,"club103"
91554,"club221"
91557,"club220"
91575,"club115"
91630,"club602"
91640,"club132"
91656,"club133"
91657,"club132"
91672,"club132"
91677,"club132"
91699,"club103"
91702,"club602"
91704,"club410"
91713,"club132"
91716,"club125"
91726,"club107"
91756,"club132"
91779,"club125"
91796,"club119"
91807,"club115"
91810,"club108"
91832,"club126"
91885,"club134"
91913,"club413"
91918,"club123"
91927,"club402"
91930,"club111"
91971,"club115"
91999,"club105"
92010,"club602"
92038,"club242"
92104,"club410"
92113,"club604"
92145,"club119"
92159,"club123"
92161,"club101"
92163,"club132"
92236,"club125"
92246,"club123"
92273,"club112"
92279,"club113"
92286,"club115"
92303,"club413"
92304,"club602"
92340,"club123"
92345,"club128"
92389,"club212"
92394,"club242"
92454,"club603"
92523,"club111"
92549,"club601"
92595,"club123"
92609,"club109"
92623,"club205"
92634,"club132"
92670,"club123"
92713,"club242"
92718,"club245"
92739,"club123"
92744,"club245"
92756,"club124"
92787,"club418"
92800,"club132"
92848,"club237"
92871,"club602"
92877,"club123"
92893,"club123"
92927,"club415"
92931,"club123"
93004,"club601"
93057,"club602"
93060,"club221"
93085,"club103"
93108,"club132"
93111,"club123"
93118,"club604"
93121,"club601"
93137,"club125"
93140,"club105"
93155,"club132"
93156,"club125"
93163,"club410"
93173,"club410"
93198,"club106"
93232,"club125"
93234,"club109"
93246,"club132"
93250,"club213"
93282,"club132"
93328,"club254"
93339,"club115"
93350,"club111"
93355,"club128"
93363,"club111"
93384,"club602"
93395,"club111"
93399,"club402"
93405,"club602"
93406,"club123"
93407,"club401"
93422,"club115"
93433,"club602"
93435,"club111"
93457,"club132"
93467,"club245"
93499,"club402"
93507,"club402"
93550,"club128"
93568,"club119"
93575,"club111"
93586,"club122"
93601,"club123"
93610,"club136"
93628,"club410"
93641,"club128"
93669,"club106"
93695,"club410"
93755,"club604"
93812,"club133"
93818,"club410"
93824,"club111"
93880,"club134"
93938,"club133"
93960,"club111"
93978,"club604"
94058,"club403"
94061,"club604"
94106,"club604"
94118,"club410"
94128,"club601"
94138,"club105"
94139,"club126"
94149,"club123"
94191,"club103"
94198,"club119"
94370,"club103"
94402,"club410"
94508,"club212"
94520,"club111"
94549,"club103"
94562,"club109"
94569,"club123"
94573,"club252"
94574,"club402"
94581,"club237"
94594,"club133"
94606,"club128"
94612,"club123"
94638,"club602"
94647,"club111"
94648,"club111"
94682,"club245"
94685,"club602"
94717,"club125"
94719,"club410"
94783,"club111"
94795,"club111"
94796,"club402"
94848,"club119"
94936,"club129"
94951,"club119"
94953,"club119"
94970,"club410"
94992,"club111"
95015,"club103"
95056,"club105"
95065,"club111"
95117,"club107"
95119,"club107"
95153,"club113"
95162,"club601"
95165,"club106"
95170,"club125"
95237,"club119"
95319,"club410"
95402,"club418"
95424,"club604"
95435,"club123"
95453,"club138"
95470,"club111"
95474,"club111"
95528,"club103"
95543,"club111"
95608,"club106"
95618,"club111"
95619,"club105"
95628,"club105"
95717,"club111"
95866,"club242"
95875,"club261"
95920,"club119"
95932,"club410"
95939,"club115"
95944,"club123"
95946,"club119"
95951,"club402"
95970,"club109"
96006,"club117"
96011,"club111"
96019,"club602"
96029,"club133"
96032,"club123"
96060,"club402"
96082,"club115"
96116,"club124"
96143,"club111"
96167,"club125"
96170,"club132"
96193,"club125"
96230,"club119"
96242,"club133"
96246,"club403"
96261,"club134"
96294,"club119"
96348,"club601"
96361,"club410"
96369,"club111"
96421,"club218"
96433,"club124"
96458,"club111"
96509,"club122"
96512,"club109"
96548,"club410"
96564,"club115"
96575,"club134"
96578,"club113"
96579,"club127"
96580,"club123"
96611,"club410"
96619,"club133"
96655,"club111"
96681,"club132"
96684,"club115"
96691,"club123"
96694,"club126"
96756,"club129"
96784,"club237"
96807,"club111"
96816,"club402"
96825,"club405"
96837,"club129"
96872,"club128"
96902,"club402"
96932,"club125"
96954,"club109"
97009,"club117"
97010,"club403"
97021,"club115"
97074,"club410"
97087,"club138"
97100,"club133"
97116,"club410"
97122,"club111"
97126,"club103"
97167,"club410"
97173,"club132"
97196,"club206"
97202,"club410"
97225,"club132"
97257,"club601"
97261,"club212"
97265,"club126"
97280,"club601"
97318,"club111"
97326,"club133"
97340,"club134"
97344,"club404"
97345,"club410"
97378,"club132"
97391,"club101"
97397,"club111"
97432,"club113"
97451,"club410"
97477,"club602"
97483,"club119"
97493,"club402"
97500,"club135"
97511,"club123"
97532,"club111"
97540,"club132"
97646,"club102"
97656,"club135"
97674,"club402"
97677,"club410"
97682,"club128"
97689,"club420"
97695,"club254"
97697,"club125"
97720,"club111"
97728,"club108"
97730,"club212"
97759,"club221"
97765,"club218"
97779,"club101"
97787,"club132"
97844,"club111"
97862,"club110"
97866,"club115"
97895,"club410"
97912,"club245"
97950,"club101"
97961,"club111"
97967,"club111"
97978,"club115"
97984,"club242"
98015,"club123"
98026,"club267"
98033,"club403"
98052,"club103"
98072,"club115"
98073,"club108"
98128,"club123"
98151,"club252"
98157,"club132"
98168,"club604"
98173,"club113"
98191,"club103"
98202,"club111"
98220,"club131"
98258,"club212"
98267,"club410"
98303,"club103"
98321,"club402"
98327,"club132"
98339,"club402"
98349,"club119"
98367,"club115"
98369,"club602"
98375,"club410"
98378,"club222"
98393,"club109"
98420,"club105"
98437,"club111"
98483,"club138"
98496,"club119"
98503,"club132"
98506,"club221"
98514,"club109"
98518,"club109"
98536,"club605"
98547,"club109"
98558,"club109"
98664,"club131"
98665,"club111"
98671,"club111"
98684,"club601"
98697,"club117"
98709,"club245"
98720,"club123"
98749,"club134"
98751,"club242"
98757,"club105"
98758,"club128"
98768,"club111"
98829,"club402"
98875,"club418"
98889,"club402"
98920,"club123"
98944,"club132"
98951,"club201"
98993,"club111"
99020,"club237"
99027,"club111"
99048,"club111"
99051,"club123"
99106,"club111"
99157,"club111"
99194,"club111"
99198,"club111"
99238,"club132"
99292,"club202"
99299,"club119"
99311,"club109"
99320,"club111"
99339,"club134"
99340,"club111"
99343,"club221"
99356,"club206"
99367,"club109"
99374,"club103"
99388,"club115"
99398,"club117"
99408,"club117"
99435,"club221"
99437,"club413"
99477,"club402"
99482,"club218"
99488,"club125"
99494,"club111"
99519,"club123"
99541,"club413"
99544,"club242"
99545,"club101"
99550,"club213"
99584,"club126"
99601,"club123"
99640,"club123"
99665,"club101"
99707,"club245"
99721,"club132"
99724,"club115"
99725,"club413"
99736,"club413"
99738,"club413"
99739,"club123"
99740,"club410"
99759,"club102"
99760,"club123"
99775,"club111"
99776,"club106"
99783,"club132"
99793,"club402"
99796,"club402"
99815,"club123"
99855,"club604"
99875,"club111"
99893,"club209"
99928,"club123"
99960,"club111"
99966,"club132"
99999,"club111"
100027,"club132"
100041,"club109"
100048,"club402"
100054,"club402"
100075,"club111"
