uid,activity_sector,PREVIOUS_DEP,JOB_DEP,JOB_DESCRIPTION,type_of_contract,Occupational_status,job_condition,employer_type,WORKING_HOURS,employee_count
83848,"QB","95","95","526d","CDI","O","C","ct_8",1758,"tr_1"
83849,"TZ","33","33","563c","CDI","O","N","ct_7",2208,"tr_1"
83854,"QA","75","75","424a","CDI","O","C","ct_9",1799,"tr_5"
83860,"TZ","58","58","563c","CDI","O","C",NA,203,NA
83864,"GZ","93","75","636a","CDI","O","C","ct_9",910,"tr_4"
83876,"MA","75","75","542a","CDI","O","C","ct_9",1834,"tr_1"
83890,"GZ","13","13","653a","CDI","O","C","ct_9",1753,"tr_6"
83891,"GZ","38","67","463e","AUT","O","C",NA,152,NA
83893,"MA","92","92","564b","CDI","O","C","ct_9",161,"tr_0"
83897,"QB","80","80","563b","CDI","O","N","ct_7",1030,"tr_1"
83904,"QB","85","85","526c","CDI","O","P","ct_8",910,"tr_5"
83912,"QA","34","34","542a","CDI","O","C","ct_8",1820,"tr_5"
83913,"NZ","25","25","676e","TTP","O","C","ct_9",835,"tr_1"
83931,"HZ","93","93","451a","CDI","O","P","ct_9",1452,"tr_3"
83934,"OZ","92","75","461f","CDI","O","P","ct_1",1213,"tr_5"
83939,"GZ","31","31","477c","CDI","O","P","ct_9",728,"tr_2"
83952,"MA","37","37","386c","CDI","O","C","ct_9",1674,"tr_3"
83953,"NZ","30","75","373a","CDI","O","C","ct_9",1820,"tr_5"
83972,"GZ","59","62","462b","CDI","O","C","ct_9",2125,"tr_4"
83976,"QB","82","82","526a","CDI","O","C","ct_8",1542,"tr_4"
83995,"QB","21","21","461b","CDI","O","C","ct_8",1820,"tr_3"
84024,"CE","06","06","462e","CDI","O","C","ct_9",1810,"tr_6"
84026,"QA","29","29","632k","AUT","O","C","ct_3",1054,"tr_6"
84030,"OZ","75","75","333e","CDI","O","C","ct_1",1820,"tr_6"
84034,"QB","38","38","563b","CDI","O","N","ct_7",394,"tr_1"
84035,"CE","64","64","484a","CDI","O","N","ct_9",1827,"tr_6"
84043,"QB","65","65","563a","CDI","O","N","ct_7",3000,"tr_1"
84057,"QB","37","37","563a","CDI","O","N","ct_7",1438,"tr_1"
84061,"QA","49","49","431a","CDI","O","C","ct_8",1869,"tr_6"
84062,"QB","49","49","525d","CDI","O","P","ct_8",1365,"tr_4"
84065,"IZ","83","83","468b","CDI","O","C","ct_9",1258,"tr_1"
84081,"HZ","69","69","486d","CDI","O","C","ct_9",986,"tr_6"
84104,"TZ",NA,NA,"563c","CDI","O","C",NA,222,NA
84106,"CH","54","54","626b","CDI","O","C","ct_9",1400,"tr_6"
84109,"HZ","78","78","333c","AUT","O","C","ct_9",1820,"tr_3"
84124,"QB","72","72","563a","CDI","O","N","ct_7",3000,"tr_0"
84127,"HZ","74","74","654c","TOA","O","C","ct_9",380,"tr_4"
84128,"HZ","95","92","546b","CDI","O","C","ct_5",1520,"tr_4"
84161,"QA","17","17","526e","CDI","O","C","ct_9",328,"tr_3"
84186,"OZ",NA,NA,"671a","AUT","X","P","ct_2",1034,"tr_6"
84191,"JC","91","75","542b","CDI","O","C","ct_9",1820,"tr_5"
84199,"CC","62","59","387b","CDI","O","C","ct_9",1827,"tr_4"
84212,"QB","57","57","563b","CDI","O","N","ct_7",754,"tr_1"
84221,"CH","10","10","676e","CDI","O","C","ct_9",1814,"tr_6"
84227,"QB","09","09","563b","CDI","O","P","ct_8",910,"tr_6"
84256,"CB","59","59","374d","CDI","O","C","ct_9",1274,"tr_1"
84263,"CI","71","63","383c","CDI","O","C","ct_9",1924,"tr_5"
84276,"QB","34","34","434d","CDI","O","C","ct_8",1779,"tr_4"
84279,"HZ","80","95","641a","CDI","O","C","ct_9",585,"tr_4"
84280,"FZ","86","64","621c","CDI","O","C","ct_9",1513,"tr_4"
84285,"MA","64","64","373d","CDI","O","P","ct_9",1902,"tr_1"
84301,"NZ","68","68","684a","CDI","O","C","ct_9",2007,"tr_6"
84310,"MB","91","91","342g","CDI","O","C","ct_5",1820,"tr_6"
84314,"CA","90","90","554a","CDI","O","P","ct_6",930,"tr_2"
84315,"GZ","67","91","383c","CDI","O","C","ct_9",1820,"tr_2"
84322,"JB","84","84","461f","AUT","O","C","ct_9",1771,"tr_4"
84340,"QB","45","45","461b","CDI","O","C","ct_8",1820,"tr_3"
84349,"CI","41","45","373b","CDI","O","C","ct_9",1959,"tr_6"
84365,"CB","23","23","653a","CDI","O","C","ct_9",1820,"tr_3"
84382,"CL","78","78","384a","CDI","O","C","ct_9",1054,"tr_6"
84384,"NZ","38","69","534a","CDI","O","C","ct_9",2211,"tr_6"
84385,"QB","61","61","561f","CDI","O","P","ct_8",1472,"tr_4"
84386,"OZ","77","75","525b","AUT","O","C","ct_2",1820,"tr_6"
84388,"QB","84","84","684a","AUT","X","P","ct_8",978,"tr_3"
84389,"JC","69","69","478a","CDI","O","C","ct_9",2028,"tr_3"
84399,"QA","35","35","331a","CDI","O","C","ct_3",1820,"tr_6"
84415,"NZ","31","31","373d","CDI","O","C",NA,152,"tr_1"
84432,"QB","85","85","434c","CDI","O","P","ct_8",1857,"tr_2"
84439,"CK","60","60","541d","CDI","O","C","ct_9",1618,"tr_6"
84440,"QB","60","60","525d","CDI","O","C","ct_8",1835,"tr_5"
84443,"PZ","78","92","524b","CDI","O","C","ct_1",1820,"tr_6"
84463,"NZ","27","27","526b","CDI","O","C","ct_9",635,"tr_1"
84466,"OZ","68","68","524c","CDI","O","C",NA,641,NA
84483,"MB","34","34","461c","CDI","O","C","ct_9",1056,"tr_6"
84493,"KZ","66","66","431d","CDD","O","C","ct_9",1108,"tr_2"
84500,"QB","14","14","526a","CDI","O","P","ct_3",1275,"tr_5"
84510,"TZ","84","84","563c","CDI","O","N","ct_7",386,"tr_1"
84520,"QB","34","34","525d","CDI","O","P","ct_9",609,"tr_3"
84526,"NZ","71","71","546e","CDI","O","C","ct_9",1730,"tr_2"
84529,"GZ","88","54","384c","CDI","O","C","ct_9",1820,"tr_3"
84533,"DZ","63","63","486b","CDI","O","P","ct_9",1673,"tr_2"
84534,"OZ","81","81","621f","AUT","O","C","ct_2",1819,"tr_5"
84545,"TZ","64","64","563c","CDI","O","C",NA,1428,NA
84553,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1814,"tr_6"
84555,"EZ","30","30","484b","CDI","O","C","ct_9",1820,"tr_6"
84573,"FZ","49","79","632a","CDI","O","C","ct_9",1688,"tr_3"
84578,"GZ","01","01","543h","CDI","O","P","ct_9",1404,"tr_1"
84583,"QB","95","95","526d","CDI","O","C","ct_8",1758,"tr_1"
84584,"NZ","57","57","563c","CDD","O","C","ct_8",638,"tr_3"
84588,"GZ","51","94","374a","CDI","O","C","ct_9",1803,"tr_3"
84596,"QB","13","13","563b","AUT","O","P","ct_2",624,"tr_5"
84598,"GZ",NA,NA,"685a","CDI","O","P","ct_6",688,"tr_1"
84604,"CL","78","92","387c","CDI","O","C","ct_9",1906,"tr_6"
84610,"QB","13","13","525d","CDI","O","C","ct_9",1840,"tr_3"
84614,"IZ","26","26","561f","CDI","O","P","ct_9",1793,"tr_1"
84635,"HZ","14","14","461d","CDI","O","C","ct_9",1798,"tr_6"
84640,"MB","77","77","387a","CDI","O","C","ct_8",1649,"tr_4"
84662,"JB","40","64","554g","AUT","O","P","ct_9",1064,"tr_5"
84669,"KZ","92","75","543h","CDI","O","C","ct_5",1937,"tr_6"
84684,"IZ","94","75","543b","CDI","O","C",NA,414,NA
84698,"HZ",NA,NA,"466c","CDI","O","C","ct_9",1443,"tr_4"
84699,"QB","18","18","526d","CDI","O","C","ct_8",1131,"tr_5"
84715,"QB","59","59","526d","CDI","O","P","ct_8",910,"tr_4"
84716,"QB","45","45","676e","AUT","O","C","ct_8",1062,"tr_5"
84717,"HZ","95","92","386d","CDI","O","C","ct_9",1743,"tr_6"
84719,"CM","78","78","526b","CDI","O","C","ct_9",1707,"tr_2"
84728,"MA","21","21","461d","CDI","O","C","ct_9",1834,"tr_6"
84752,"HZ","38","38","333c","CDI","O","C","ct_9",1815,"tr_6"
84771,"NZ","95","75","684a","CDI","O","P","ct_9",156,"tr_5"
84775,"NZ","93","91","534a","CDI","O","C","ct_9",1820,"tr_6"
84780,"NZ","93","75","541b","CDI","O","P","ct_9",1299,"tr_4"
84785,"QB","51","51","525d","CDI","O","C","ct_8",1820,"tr_3"
84799,"CL","25","25","477a","CDI","O","P","ct_9",180,"tr_6"
84802,"FZ","85","85","671c","CDI","O","C","ct_9",1497,"tr_2"
84817,"PZ","53","53","525a","CDI","O","P","ct_8",1066,"tr_1"
84825,"CL","85","85","526a","CDI","O","P","ct_9",1651,"tr_6"
84827,"QB","94","94","434g","CDI","O","C","ct_8",1621,"tr_4"
84836,"QA","38","38","311d","CDI","O","P","ct_8",1064,"tr_1"
84838,"NZ","13","13","534a","CDI","O","C","ct_9",2160,"tr_4"
84845,"QB","02","02","526a","CDI","O","C","ct_9",1676,"tr_4"
84847,"HZ","76","76","641b","AUT","X","P","ct_9",864,"tr_6"
84858,"PZ","69","69","373d","CDI","O","C","ct_9",924,"tr_1"
84860,"HZ","75","93","371a","CDI","O","C","ct_9",1012,"tr_6"
84875,"FZ","64","64","632f","CDI","O","C","ct_6",1820,"tr_1"
84895,"PZ","44","44","423a","CDI","O","C","ct_9",1654,"tr_1"
84922,"CE","84","26","386d","CDI","O","C","ct_9",970,"tr_6"
84942,"HZ","95","95","652a","CDI","O","C","ct_9",1844,"tr_1"
84949,"AZ","13","56","692a","CDI","O","C","ct_9",910,"tr_3"
84950,"TZ","52","52","563c","CDI","O","C",NA,172,NA
84952,"QB","62","62","525d","CDI","O","P","ct_9",1539,"tr_4"
84953,"IZ","57","57","561b","CDI","O","C","ct_6",1260,"tr_1"
84955,"NZ","67","67","382c","CDI","O","C","ct_9",1588,"tr_1"
84957,"CK","93","93","623f","CDI","O","C","ct_9",749,"tr_4"
84960,"HZ","87","87","451a","CDI","O","C","ct_9",1810,"tr_6"
84966,"NZ","59","59","631a","CDI","O","C","ct_9",1517,"tr_3"
84973,"MA","77","77","372e","CDI","O","C","ct_9",1410,"tr_2"
84976,"MA","53","72","373c","CDI","O","C","ct_8",1820,"tr_1"
84979,"GZ","73","73","433d","CDI","O","C","ct_9",1660,"tr_2"
84995,"SZ","22","22","524c","CDI","O","C","ct_4",1835,"tr_5"
85019,"PZ","94","93","461b","CDI","O","C","ct_8",1112,"tr_1"
85051,"NZ","54","54","543b","CDI","O","C","ct_9",1652,"tr_1"
85054,"GZ","59","59","371a","CDI","O","C","ct_9",3000,"tr_6"
85059,"TZ","54","54","563c","CDI","O","P",NA,506,NA
85063,"HZ","49","44","641a","CDI","O","C","ct_9",1867,"tr_6"
85077,"JC","10","95","478c","CDI","O","C","ct_9",1820,"tr_6"
85078,"FZ","91","94","461f","CDI","O","C","ct_9",1854,"tr_0"
85085,"HZ","92","92","451a","CDI","O","C","ct_9",1593,"tr_5"
85093,"GZ","74","74","552a","CDI","O","P","ct_9",1015,"tr_2"
85096,"QA","16","86","526e","CDI","O","C","ct_6",1357,"tr_1"
85097,"QA","05","05","525d","CDI","O","C","ct_8",1820,"tr_6"
85115,"OZ","77","77","563a","AUT","O","C","ct_2",2472,"tr_6"
85119,"QB","60","60","563a","CDI","O","N","ct_7",3000,"tr_1"
85123,"QB","77","77","563a","AUT","O","C","ct_2",1860,"tr_6"
85126,"CC","57","57","463d","CDI","O","C","ct_9",441,"tr_4"
85142,"CH","93","95","462e","CDI","O","C","ct_9",1612,"tr_2"
85173,"GZ",NA,"66","634a","CDI","O","C","ct_9",1881,"tr_1"
85186,"QA","74","74","526b","CDI","O","P","ct_6",1562,"tr_1"
85190,"HZ","53","53","642b","CDI","O","P","ct_9",907,"tr_5"
85192,"GZ","13","13","487a","CDI","O","C","ct_9",1635,"tr_1"
85194,"FZ","73","74","621b","CDI","O","C","ct_9",1667,"tr_3"
85206,"CB","64","64","635a","CDI","O","P","ct_9",239,"tr_1"
85215,"HZ","37","37","641a","CDI","O","C","ct_9",2068,"tr_2"
85232,"GZ","91","75","534a","CDI","O","C","ct_9",622,"tr_6"
85243,"CE","60","60","385a","CDI","O","C","ct_9",1714,"tr_6"
85245,"GZ","59","59","552a","CDI","O","P","ct_9",1560,"tr_6"
85255,"QA","83","83","526b","CDD","O","C","ct_6",198,"tr_1"
85263,"TZ","64","64","563c","CDI","O","C",NA,1111,NA
85267,"AZ","29","29","692a","AUT","O","C","ct_6",1820,"tr_1"
85270,"NZ","89","91","684a","CDI","O","C","ct_9",1834,"tr_6"
85275,"GZ","28","28","675b","CDI","O","C","ct_9",687,"tr_4"
85276,"MA","94","94","373b","CDI","O","C","ct_9",1862,"tr_6"
85292,"FZ","57","57","543h","CDI","O","C","ct_9",446,"tr_1"
85300,"GZ","59","59","462b","CDI","O","C","ct_9",1416,"tr_3"
85301,"IZ","59","59","561d","CDI","O","C","ct_9",1308,"tr_5"
85311,"SZ","14","95","435b","CDI","O","C","ct_8",1671,"tr_3"
85314,"HZ","73","73","641b","CDI","O","C",NA,130,NA
85328,"HZ","57","57","653a","CDI","O","C","ct_9",2053,"tr_4"
85348,"FZ","62","62","543b","CDI","O","C","ct_9",1820,"tr_5"
85349,"CE","27","27","625c","CDI","O","P","ct_9",1661,"tr_6"
85357,"TZ","63","03","563c","CDI","O","N","ct_7",2026,"tr_1"
85361,"SZ","74","74","424a","CDI","O","P","ct_8",207,"tr_1"
85369,"QB","10","10","434f","CDI","O","C","ct_8",1805,"tr_4"
85384,"HZ","76","76","641a","CDI","O","C","ct_9",1368,"tr_2"
85385,"OZ","54","54","467d","CDI","O","P","ct_8",1188,"tr_4"
85386,"QB","68","68","563a","CDI","O","N","ct_7",911,"tr_1"
85387,"GZ","26","26","543h","CDI","O","C","ct_9",607,"tr_1"
85390,"QA","30","30","526a","CDI","O","C","ct_9",1820,"tr_4"
85391,"CC","11","11","632c","CDI","O","C","ct_9",1724,"tr_1"
85417,"HZ","54","57","641a","CDI","O","C","ct_9",1820,"tr_5"
85420,"GZ","84","84","543b","CDI","O","P","ct_9",832,"tr_3"
85421,"CA","79","79","484a","CDI","O","C","ct_9",479,"tr_6"
85436,"CL","31","31","486e","CDI","O","C","ct_9",1798,"tr_6"
85479,"NZ","64","64","526b","CDI","O","P","ct_9",1230,"tr_1"
85482,"QB","39","39","434a","CDI","O","C","ct_8",1771,"tr_3"
85488,"OZ","78","92","451e","CDI","O","C","ct_1",1820,"tr_5"
85494,"MA","59","59","461f","CDI","O","C","ct_9",1844,"tr_1"
85496,"HZ","37","37","676d","CDI","O","C","ct_9",1610,"tr_6"
85499,"NZ","77","77","691e","CDI","O","C","ct_9",1820,"tr_1"
85506,"HZ","45","28","641a","CDI","O","C","ct_9",657,"tr_4"
85508,"AZ","79","79","691b","AUT","O","C",NA,169,NA
85519,"PZ","69","69","525b","CDI","O","C","ct_8",1024,"tr_5"
85522,"QB","44","44","525d","CDI","O","P","ct_8",1287,"tr_4"
85528,"OZ","30","84","451g","CDI","O","C",NA,151,NA
85531,"QB","01","69","434a","CDI","O","N",NA,152,NA
85542,"OZ","13","13","623f","AUT","O","C","ct_1",760,"tr_6"
85548,"GZ","59","59","676c","CDI","O","C","ct_6",1994,"tr_1"
85559,"NZ","92","92","564a","CDI","O","P","ct_8",1258,"tr_1"
85561,"TZ","68","68","563c","CDI","O","N","ct_7",231,"tr_1"
85562,"KZ","01","69","467c","CDI","O","P","ct_8",1456,"tr_6"
85563,"QB","75","75","676e","CDI","O","C","ct_8",719,"tr_5"
85566,"NZ","75","75","564a","CDI","O","C","ct_9",1405,"tr_1"
85568,"SZ","74","74","563a","CDI","O","P","ct_8",628,"tr_1"
85569,"OZ","09","09","563a","AUT","O","C","ct_2",2028,"tr_5"
85570,"GZ","87","87","462b","CDI","O","C","ct_9",1729,"tr_1"
85584,"SZ","91","91","563c","CDI","O","P","ct_9",712,"tr_1"
85591,"TZ",NA,NA,"563c","CDI","O","N","ct_7",1365,"tr_1"
85594,"GZ","75","93","653a","CDI","O","P","ct_9",700,"tr_6"
85600,"GZ","94","94","554j","CDI","O","P","ct_9",1094,"tr_1"
85601,"NZ","38","38","543g","CDI","O","P","ct_8",1111,"tr_3"
85617,"HZ","83","83","655a","CDI","O","P","ct_9",2192,"tr_3"
85618,"NZ","31","31","432d","CDI","O","P","ct_9",791,"tr_2"
85621,"EZ","57","57","684b","CDI","O","P","ct_5",868,"tr_4"
85625,"TZ","69","69","563c","CDI","O","N","ct_7",420,"tr_1"
85634,"MC","75","75","637d","CDI","O","C","ct_9",531,"tr_1"
85657,"EZ","27","27","335a","CDI","O","C",NA,NA,NA
85661,"CG","81","31","674a","CDI","O","C","ct_9",1934,"tr_5"
85684,"NZ","92","94","534a","CDI","O","P","ct_9",1669,"tr_6"
85686,"IZ","44","44","525b","CDI","O","P","ct_8",1361,"tr_1"
85691,"PZ","49","49","525a","CDI","O","C","ct_8",1803,"tr_4"
85692,"CL","59","59","474c","CDI","O","C","ct_9",1560,"tr_6"
85712,"GZ","83","83","682a","CDI","O","C","ct_9",1849,"tr_3"
85761,"KZ","16","16","545c","AUT","X","C","ct_8",1478,"tr_4"
85764,"OZ","87","87","525b","AUT","O","P","ct_2",1456,"tr_2"
85766,"PZ","02","02","684a","CDI","O","C",NA,454,NA
85773,"OZ","69","69","524c","CDI","O","C",NA,187,NA
85778,"OZ","89","89","621f","CDI","O","C",NA,341,NA
85784,"NZ","54","54","674b","CDD","O","C","ct_9",251,"tr_5"
85785,"NZ","06","06","534a","CDI","O","C","ct_9",1686,"tr_5"
85790,"CI","13","13","473b","CDI","O","C","ct_9",1827,"tr_6"
85809,"QB","76","76","526d","CDI","O","C","ct_8",1498,"tr_5"
85810,"FZ","63","63","684a","AUT","X","P","ct_8",1406,"tr_3"
85811,"GZ","66","66","542a","CDI","O","C","ct_9",2041,"tr_3"
85814,"QA","51","51","525d","CDI","O","C","ct_8",1820,"tr_4"
85819,"QA","21","21","526a","CDI","O","C","ct_9",1821,"tr_6"
85825,"GZ","51","51","344d","CDI","O","C","ct_6",1820,"tr_1"
85840,"FZ","95","95","632g","CDI","O","C","ct_9",1722,"tr_1"
85857,"QB","67","67","524a","CDI","O","C","ct_2",2275,"tr_6"
85876,"OZ","49","49","451e","CDI","O","C","ct_8",1820,"tr_4"
85896,"QB","54","54","563b","CDI","O","P","ct_8",131,"tr_3"
85903,"MB","92","75","525d","CDI","O","C","ct_8",1722,"tr_6"
85940,"QB","17","17","526d","CDI","O","C","ct_8",1817,"tr_3"
85941,"GZ","37","37","554e","CDI","O","P","ct_9",736,"tr_1"
85946,"LZ","76","76","486e","CDI","O","P",NA,152,NA
85958,"NZ","95","92","684a","CDI","O","C","ct_9",1965,"tr_2"
85971,"QB","13","13","563a","CDI","O","N","ct_7",1475,"tr_1"
85974,"OZ","95","75","341b","AUT","O","C","ct_1",2221,"tr_6"
85981,"HZ","55","55","641b","CDI","O","C","ct_9",1715,"tr_3"
85985,"MC","28","28","643a","CDI","O","P","ct_9",633,"tr_4"
85989,"IZ","14","14","561d","CDI","O","P","ct_9",785,"tr_1"
85992,"CK","67","67","652a","CDI","O","C","ct_9",1158,"tr_5"
86000,"PZ","75","75","421b","CDI","O","P","ct_8",1929,"tr_3"
86013,"PZ","29","29","422c","CDI","O","P","ct_8",84,"tr_2"
86018,"CE","33","33","653a","CDI","O","C","ct_9",1704,"tr_3"
86021,"KZ","01","69","467a","CDI","O","C","ct_9",1719,"tr_6"
86032,"MA","06","06","676a","CDI","O","C","ct_9",921,"tr_3"
86039,"QB","76","76","563a","CDI","O","N","ct_7",1952,"tr_1"
86052,"QA","34","34","632k","AUT","O","C","ct_3",1879,"tr_6"
86061,"HZ","31","31","461d","CDI","O","C","ct_9",1820,"tr_6"
86069,"GZ","14","76","643a","CDI","O","C","ct_9",455,"tr_2"
86076,"FZ","08","08","481a","CDI","O","C","ct_9",2019,"tr_2"
86094,"CI","13","13","622a","CDI","O","C","ct_9",1231,"tr_6"
86095,"CG","16","16","674d","CDI","O","C","ct_9",1415,"tr_5"
86118,"CA","19","19","554a","CDI","O","C","ct_9",2184,"tr_1"
86128,"NZ","61","61","684a","CDI","O","P","ct_9",910,"tr_5"
86136,"MC","31","31","643a","CDI","O","P","ct_9",679,"tr_4"
86143,"CB","75","75","461d","CDI","O","P","ct_9",401,"tr_2"
86193,"CH","88","67","626b","CDI","O","C","ct_9",1660,"tr_5"
86195,"CA","29","29","674c","CDI","O","C","ct_9",1820,"tr_5"
86206,"QA","76","27","525d","CDI","O","C","ct_9",1834,"tr_4"
86214,"CG","59","59","543g","CDI","O","C","ct_9",1772,"tr_5"
86232,"QB","59","59","525d","CDI","O","P","ct_8",270,"tr_4"
86235,"NZ","75","92","684a","CDI","O","P","ct_9",1466,"tr_6"
86240,"RZ","33","33","354g","CDI","O","P","ct_8",1589,"tr_1"
86242,"CM","56","29","623b","CDI","O","C","ct_9",1045,"tr_3"
86244,"NZ","11","11","641b","TTP","O","N","ct_9",1688,"tr_1"
86250,"QB","78","78","526d","CDI","O","C","ct_8",1710,"tr_4"
86254,"CH","85","85","623g","CDI","O","C","ct_9",1340,"tr_5"
86258,"TZ","46","46","563c","CDI","O","P",NA,399,NA
86261,"TZ","92","78","563c","CDI","O","C",NA,160,NA
86264,"CA","79","79","625f","CDI","O","C","ct_9",2090,"tr_3"
86275,"NZ","44","44","684a","CDI","O","P","ct_9",524,"tr_6"
86280,"GZ","33","33","554h","CDI","O","P","ct_6",1352,"tr_1"
86283,"GZ","67","67","462b","CDI","O","C","ct_9",1519,"tr_6"
86293,"TZ","47","47","563c","CDI","O","C",NA,420,NA
86309,"QB","90","90","563a","CDI","O","N","ct_7",1634,"tr_0"
86313,"PZ","44","44","342b","AUT","O","C","ct_1",1820,"tr_6"
86315,"MA","65","75","463e","CDI","O","C",NA,132,NA
86327,"NZ","47","47","543b","CDD","O","C","ct_8",1519,"tr_1"
86341,"MA","59","92","463c","CDI","O","C","ct_9",1421,"tr_6"
86343,"HZ","35","35","451a","CDI","O","C","ct_9",1815,"tr_6"
86346,"QA","01","01","431f","CDI","O","C","ct_8",615,"tr_6"
86353,"NZ","78","78","684a","CDI","O","C","ct_9",259,"tr_2"
86357,"CE","41","41","674a","CDI","O","C","ct_9",1142,"tr_2"
86363,"SZ","13","13","542a","CDI","O","P","ct_8",910,"tr_3"
86372,"NZ","75","78","684a","CDI","O","P","ct_6",245,"tr_1"
86375,"QA","63","63","636d","CDI","O","C","ct_8",1820,"tr_4"
86379,"CC","69","69","632c","CDI","O","C","ct_9",1480,"tr_1"
86388,"GZ","67","67","684a","CDI","O","C",NA,208,NA
86391,"HZ","59","59","652a","CDI","O","C","ct_9",1517,"tr_3"
86401,"CG","24","24","485b","CDI","O","C","ct_9",1867,"tr_5"
86404,"KZ",NA,NA,"376c","CDI","O","C","ct_9",1493,"tr_1"
86406,"GZ","75","75","551a","CDI","O","C","ct_6",1619,"tr_0"
86410,"GZ","33","33","462c","CDI","O","C","ct_9",1820,"tr_3"
86414,"NZ","66","66","691e","CDI","O","C","ct_8",2200,"tr_1"
86421,"QB","62","62","563a","CDI","O","C",NA,158,NA
86428,"OZ","77","77","524c","CDI","O","C",NA,220,NA
86430,"NZ","92","92","684a","CDI","O","C","ct_9",1939,"tr_3"
86446,"CA","35","35","676c","CDI","O","C","ct_9",1820,"tr_6"
86467,"NZ","69","69","691e","CDI","O","P",NA,356,"tr_4"
86468,"PZ","53","53","525b","CDI","O","C","ct_8",1820,"tr_4"
86472,"AZ","37","37","691e","CDD","O","C",NA,347,NA
86479,"QA","06","06","433d","CDD","O","C","ct_9",746,"tr_3"
86488,"TZ","69","38","563c","CDI","O","N","ct_7",1498,"tr_1"
86493,"NZ",NA,NA,"534a","CDI","O","P","ct_9",1194,"tr_5"
86497,"QB","86","86","631a","CDD","O","C","ct_8",689,"tr_3"
86505,"CA","85","85","555a","CDI","O","P","ct_9",1149,"tr_6"
86514,"NZ","82","82","543b","TTP","O","C","ct_9",293,"tr_1"
86526,"QA","67","67","525d","CDI","O","C","ct_8",604,"tr_6"
86540,"QB","56","56","563b","CDI","O","P","ct_8",1543,"tr_6"
86549,"OZ","95","95","545d","CDI","O","C","ct_8",2044,"tr_1"
86555,"GZ","33","33","554a","CDI","O","C","ct_9",1573,"tr_1"
86560,"OZ","75","75","333e","CDI","O","C","ct_1",1820,"tr_6"
86567,"QB","29","29","422e","CDI","O","P","ct_8",1106,"tr_4"
86581,"GZ","93","93","551a","CDI","O","P","ct_9",1135,"tr_4"
86584,"QB","37","37","563a","CDI","O","N","ct_7",3000,"tr_1"
86588,"FZ","33","33","632k","CDI","O","C","ct_9",728,"tr_4"
86592,"QB","62","62","563a","CDI","O","N","ct_7",807,"tr_0"
86597,"HZ","02","02","652a","CDI","O","C","ct_9",1596,"tr_6"
86614,"QB","56","56","563a","CDI","O","C",NA,128,NA
86618,"QA","49","44","526e","CDI","O","C","ct_9",730,"tr_4"
86622,"QB","11","11","526a","CDI","O","P","ct_9",1464,"tr_4"
86627,"PZ","93","93","422e","CDI","O","P","ct_8",454,"tr_4"
86634,"HZ","35","35","641a","CDI","O","C","ct_9",2118,"tr_5"
86641,"HZ","31","31","466a","CDI","O","C","ct_9",1517,"tr_6"
86643,"NZ","78","95","676c","TTP","O","C","ct_9",600,"tr_1"
86646,"QB","07","07","434e","CDI","O","C","ct_8",157,"tr_3"
86650,"PZ","49","49","422e","CDI","O","C","ct_8",1820,"tr_4"
86655,"SZ","55","55","685a","CDI","O","P","ct_9",825,"tr_1"
86656,"OZ",NA,NA,"376f","CDI","O","C","ct_8",2049,"tr_5"
86657,"QB","74","74","563a","CDI","O","N","ct_7",2095,"tr_0"
86658,"CA","29","29","625f","CDI","O","P","ct_9",1438,"tr_6"
86661,"OZ","92","75","524b","CDI","O","C","ct_1",1820,"tr_6"
86665,"QB","71","71","563b","CDI","O","C","ct_8",1846,"tr_3"
86677,"NZ","62","62","676a","CDD","O","C",NA,148,"tr_1"
86682,"HZ","33","33","546c","CDI","O","C","ct_9",1971,"tr_3"
86684,"GZ","24","24","554a","CDD","O","P","ct_9",376,"tr_3"
86687,"QA","2A","2A","526a","CDI","O","C","ct_9",1820,"tr_5"
86696,"QB","66","66","642b","AUT","X","P","ct_8",1008,"tr_3"
86697,"QA","66","66","542a","CDI","O","C","ct_6",1032,"tr_1"
86701,"GZ","33","33","555a","CDI","O","C","ct_9",862,"tr_4"
86720,"NZ","78","92","641a","CDI","O","C","ct_9",1282,"tr_6"
86734,"QB","71","71","432d","CDI","O","P","ct_8",910,"tr_3"
86736,"CH","54","54","673c","CDI","O","C","ct_9",1163,"tr_6"
86746,"CH","25","25","674d","CDI","O","C","ct_9",1200,"tr_5"
86750,"GZ","94","94","461b","CDI","O","C","ct_9",590,"tr_1"
86765,"CM","38","38","387b","CDI","O","C","ct_9",1820,"tr_4"
86793,"HZ","57","57","641a","CDI","O","C","ct_9",472,"tr_5"
86800,"CG","15","15","676c","CDI","O","C","ct_9",1820,"tr_4"
86819,"CM","38","38","623g","CDI","O","C","ct_9",455,"tr_6"
86827,"OZ","18","18","621f","CDI","O","P",NA,151,NA
86830,"FZ","44","44","542a","CDI","O","C","ct_9",1950,"tr_4"
86845,"MC","17","17","311e","CDI","O","P","ct_9",962,"tr_2"
86847,"OZ","83","83","526d","CDI","O","C","ct_8",958,"tr_4"
86848,"GZ","31","31","554e","CDI","O","C","ct_9",1435,"tr_1"
86849,"HZ","31","11","641a","CDI","O","C","ct_9",1298,"tr_3"
86854,"IZ","12","12","561f","TOA","O","P","ct_8",669,"tr_2"
86857,"AZ","17","17","692a","CDI","O","C","ct_9",1857,"tr_1"
