uid,stipend,employee_count,job_condition,WORKING_HOURS,JOB_DEP,Occupational_status,employer_type,type_of_contract,activity_sector,JOB_DESCRIPTION
76266,17383,"tr_6","C",1662,"76","O","ct_3","CDI","QB","525d"
76271,27727,"tr_3","C",1669,"76","O","ct_9","CDI","CJ","463b"
76273,17182,"tr_4","C",1693,"76","O","ct_9","CDI","GZ","636a"
76279,19175,"tr_3","C",1810,"76","O","ct_9","CDI","GZ","676a"
76285,14570,"tr_3","P",1249,"76","O","ct_9","CDI","CM","433a"
76292,18624,"tr_0","P",1540,"80","O","ct_9","CDI","FZ","461b"
76297,32205,"tr_6","C",1820,"76","O","ct_9","CDI","HZ","333c"
76306,34167,"tr_2","C",1524,"76","O","ct_9","CDI","EZ","387f"
76307,2887,"tr_0","N",574,"76","O","ct_7","CDI","QB","563a"
76319,32743,"tr_6","C",1581,"76","O","ct_9","CDI","HZ","652b"
76320,38045,"tr_6","C",1820,"76","O","ct_9","CDI","HZ","652b"
76323,3160,"tr_3","C",704,"76","A","ct_9","APP","CL","634a"
76325,6710,"tr_1","P",217,"76","O","ct_8","CDI","SZ","354g"
76333,33198,"tr_5","C",1721,"76","O","ct_9","CDI","KZ","467b"
76343,6018,"tr_5","P",843,"76","O","ct_8","CDI","QB","525d"
76366,24190,"tr_3","C",1438,"76","O","ct_8","CDI","QB","434b"
76370,28864,"tr_6","C",2028,"76","O","ct_2","CDI","OZ","333f"
76398,18172,"tr_6","C",1606,"76","O","ct_9","CDI","GZ","551a"
76400,27885,"tr_6","C",1820,"76","O","ct_3","AUT","QA","526a"
76402,22483,"tr_4","C",2028,"76","O","ct_9","CDI","HZ","652a"
76405,22283,"tr_5","C",1682,"76","O","ct_9","CDI","FZ","621b"
76406,31532,"tr_6","C",1779,"60","O","ct_9","CDI","CK","461f"
76408,15245,"tr_2","C",875,"76","O","ct_8","CDI","QB","434d"
76414,13460,"tr_2","C",1417,"76","O","ct_9","CDI","GZ","552a"
76423,18572,"tr_6","C",1849,"76","O","ct_9","CDI","QA","526a"
76431,26878,"tr_4","C",1947,"76","O","ct_9","CDI","QB","374d"
76432,32144,"tr_6","C",1849,"76","O","ct_8","CDI","QA","431f"
76433,18227,"tr_2","C",1985,"60","O","ct_9","CDI","QA","526e"
76443,7550,"tr_6","P",1089,"76","O","ct_3","CDI","QA","526a"
76460,2967,"tr_2","C",812,"77","O","ct_9","CDI","QB","526c"
76468,18791,"tr_6","C",1315,"77","O","ct_9","CDI","RZ","468a"
76469,20496,"tr_2","C",1490,"77","O","ct_9","CDI","HZ","451a"
76479,8045,"tr_5","C",868,"49","O","ct_9","CDI","HZ","641a"
76480,21649,"tr_5","C",1696,"77","O","ct_9","CDI","GZ","554a"
76481,13973,"tr_1","C",1281,"77","O","ct_9","CDI","PZ","423a"
76484,35926,"tr_2","C",2193,"77","O","ct_9","CDI","CH","481b"
76486,29085,"tr_6","C",1736,"77","O","ct_9","CDI","CL","384b"
76487,27920,"tr_1","C",1614,"51","O","ct_9","CDI","FZ","481b"
76490,26905,"tr_4","C",2200,"77","O","ct_9","CDI","GZ","462b"
76495,57288,"tr_6","C",1983,"95","O","ct_9","CDI","HZ","389a"
76497,8323,"tr_1","C",1142,"77","O","ct_9","CDI","IZ","636d"
76499,32000,"tr_1","C",1673,"91","O","ct_9","CDI","FZ","485b"
76502,60505,"tr_6","C",1820,"77","O","ct_5","CDI","MB","382a"
76504,13924,"tr_5","C",1034,"93","O","ct_9","CDI","GZ","551a"
76505,28456,"tr_2","C",1742,"77","O","ct_9","CDI","CL","637d"
76508,32806,"tr_4","C",1588,"77","O","ct_9","CDI","FZ","621a"
76511,14573,"tr_5","C",1792,"77","O","ct_9","CDI","QA","525d"
76517,14564,"tr_1","C",1785,"77","O","ct_9","CDI","QB","526c"
76518,22384,"tr_5","C",1850,"77","O","ct_9","CDI","HZ","451a"
76519,21236,"tr_2","C",1799,"77","O","ct_8","CDI","OZ","434c"
76524,33860,"tr_3","C",1737,"94","O","ct_9","CDI","FZ","481a"
76525,16856,"tr_3","C",1624,"93","O","ct_9","CDI","GZ","676e"
76527,14960,"tr_6","C",1804,"93","O","ct_9","CDI","NZ","534a"
76529,39260,"tr_6","C",1974,"92","O","ct_9","CDI","KZ","467a"
76531,17807,"tr_4","C",1820,"77","O","ct_8","CDI","PZ","422e"
76533,53632,"tr_6","C",1533,"95","O","ct_9","CDI","HZ","372b"
76534,33778,"tr_1","C",1590,"77","O","ct_9","CDI","FZ","633d"
76535,22282,"tr_3","C",1799,"77","O","ct_8","CDI","PZ","421b"
76540,16633,"tr_2","C",1833,"77","O","ct_8","CDI","QB","525d"
76544,17666,"tr_3","C",1903,"77","O","ct_9","CDI","NZ","684a"
76554,19525,"tr_3","C",1944,"92","O","ct_9","CDI","NZ","534a"
76556,24520,"tr_6","C",1945,"93","O","ct_5","CDI","HZ","641b"
76560,21161,"tr_4","C",1505,"92","O","ct_9","CDI","FZ","632g"
76563,73682,"tr_6","P",2200,"93","O","ct_9","CDI","NZ","534a"
76574,58348,"tr_5","C",1771,"93","O","ct_9","CDI","MA","487a"
76589,22611,"tr_3","C",1459,"77","O","ct_9","CDI","SZ","479b"
76591,9242,"tr_1","C",359,"77","O","ct_9","CDI","KZ","545b"
76592,3088,NA,"C",355,"77","O",NA,"CDI","HZ","561d"
76596,34830,"tr_1","C",1638,"77","O","ct_9","CDI","FZ","621c"
76597,8435,"tr_3","P",879,"77","O","ct_9","CDI","GZ","463c"
76602,25549,"tr_3","C",1848,"75","O","ct_9","CDI","GZ","554c"
76604,4484,"tr_6","P",461,"75","O","ct_9","CDI","NZ","684a"
76608,4710,"tr_6","C",611,"94","O","ct_4","CDD","QB","543h"
76609,24203,"tr_6","C",731,"95","O","ct_9","CDI","HZ","389a"
76610,16922,"tr_3","P",1775,"77","O","ct_9","CDI","IZ","561b"
76614,44500,"tr_6","C",1757,"93","O","ct_9","CDI","KZ","376b"
76622,48203,"tr_4","C",1778,"91","O","ct_9","CDI","MA","461d"
76623,58969,"tr_6","C",1820,"92","O","ct_9","CDI","JC","388c"
76628,3993,NA,"P",121,"77","O",NA,"CDI","OZ","524b"
76633,18432,"tr_4","C",1670,"95","O","ct_9","CDI","GZ","632g"
76643,33268,"tr_5","C",1750,"75","O","ct_9","CDI","HZ","373b"
76644,33377,"tr_6","C",1820,"75","O","ct_3","CDI","QA","451h"
76645,46811,"tr_4","C",1736,"77","O","ct_9","CDI","EZ","374d"
76649,21451,"tr_6","C",1831,"94","O","ct_9","CDI","JC","477a"
76650,11511,"tr_1","C",1813,"91","O","ct_9","CDI","QA","431f"
76653,23377,"tr_1","C",1664,"77","O","ct_9","CDI","KZ","526b"
76658,11820,"tr_1","N",675,"77","O","ct_7","CDI","QB","563a"
76660,20127,"tr_4","C",1820,"77","O","ct_8","CDI","QB","526a"
76661,3735,NA,"C",152,"93","O",NA,"CDI","OZ","451c"
76662,8648,"tr_1","C",756,"75","O","ct_9","CDI","CB","675a"
76663,6138,"tr_4","C",398,"10","O","ct_9","CDD","QA","373d"
76668,20285,"tr_2","C",920,"77","O","ct_9","CDI","QA","433a"
76670,20640,"tr_6","C",1820,"93","O","ct_3","CDI","QA","451h"
76678,34283,"tr_6","C",1797,"77","O","ct_9","CDI","DZ","461e"
76685,55167,"tr_6","C",1615,"91","O","ct_9","CDI","CL","461f"
76687,17208,"tr_5","C",1409,"77","O","ct_9","CDI","HZ","676c"
76690,14536,"tr_2","C",1880,"77","O","ct_9","CDI","GZ","487a"
76704,3164,NA,"C",124,"91","O",NA,"CDI","QA","526a"
76708,14646,"tr_3","C",1698,"92","O","ct_9","CDI","NZ","534a"
76714,8965,NA,"C",633,"75","O",NA,"CDI","TZ","563c"
76719,22873,"tr_1","C",1889,"77","O","ct_9","CDI","GZ","652a"
76721,25604,"tr_1","C",1859,"77","O","ct_9","CDI","JC","461d"
76722,27334,"tr_4","C",1853,"75","O","ct_2","AUT","NZ","621f"
76727,9375,"tr_5","C",1172,"77","O","ct_9","CDI","NZ","641a"
76732,27145,"tr_6","P",1537,"77","O","ct_8","CDI","PZ","461c"
76734,5909,"tr_0","C",269,"77","O","ct_9","CDI","MA","676c"
76736,69370,"tr_6","C",2018,"92","O","ct_9","CDI","MA","388c"
76737,4856,"tr_1","C",441,"91","O","ct_9","TTP","NZ","632f"
76746,27653,"tr_2","C",1820,"77","O","ct_2","AUT","PZ","421b"
76747,32353,"tr_1","C",1820,"94","O","ct_9","CDI","FZ","373d"
76753,8799,"tr_6","C",607,"93","O","ct_3","AUT","QA","526a"
76767,16509,"tr_6","C",1770,"92","A","ct_9","APP","KZ","467b"
76774,23795,"tr_3","C",964,"93","O","ct_8","CDI","RZ","424a"
76776,25652,"tr_2","C",1090,"92","O","ct_8","CDI","QB","434a"
76778,38914,"tr_6","C",1505,"92","O","ct_9","CDI","LZ","461f"
76779,15414,"tr_4","C",1349,"94","O","ct_9","CDI","HZ","643a"
76786,15756,"tr_5","C",1614,"77","O","ct_9","CDD","NZ","684a"
76791,27262,"tr_6","C",2106,"75","O","ct_5","CDI","HZ","654b"
76798,48325,"tr_5","C",2062,"92","O","ct_9","CDI","MA","386c"
76806,15598,"tr_3","P",1435,"93","O","ct_8","CDI","QB","525d"
76807,29408,"tr_1","C",1074,"94","O","ct_9","CDI","GZ","462e"
76809,18432,"tr_5","C",1850,"77","O","ct_9","CDI","QA","525d"
76812,25120,"tr_5","P",1664,"93","O","ct_2","AUT","QB","434g"
76825,24551,"tr_5","C",1820,"91","O","ct_1","AUT","OZ","451e"
76829,30773,"tr_1","C",1673,"91","O","ct_9","CDI","FZ","485b"
76830,29395,"tr_3","C",1865,"77","O","ct_9","CDI","GZ","461d"
76832,19245,"tr_1","C",1568,"77","O","ct_9","CDI","FZ","681a"
76834,25373,"tr_6","P",1456,"77","O","ct_3","AUT","QA","431f"
76841,11790,"tr_6","P",1304,"91","O","ct_9","CDI","IZ","643a"
76842,25787,"tr_4","C",1739,"77","O","ct_9","CDI","GZ","487a"
76846,9548,"tr_5","C",702,"91","O","ct_5","CDI","MB","342g"
76848,7301,"tr_6","C",781,"35","O","ct_3","CDD","QA","525d"
76850,8654,"tr_0","C",433,"91","O","ct_9","CDI","FZ","472c"
76851,27256,"tr_3","C",1826,"77","O","ct_8","CDI","PZ","341a"
76857,6563,"tr_1","C",640,"77","O","ct_9","TTP","NZ","684a"
76859,17678,"tr_4","C",1633,"94","O","ct_8","CDI","QB","526d"
76862,39241,"tr_6","C",1582,"77","O","ct_9","CDI","CG","474a"
76874,24072,"tr_0","C",1558,"94","O","ct_9","CDI","FZ","621c"
76879,2236,"tr_0","N",660,"77","O","ct_7","CDI","QB","563a"
76880,31176,"tr_3","C",1519,"94","O","ct_9","CDI","GZ","554b"
76884,24983,"tr_6","C",1836,"77","O","ct_9","CDI","RZ","634b"
76885,32276,"tr_0","C",1476,"77","O","ct_9","CDI","KZ","479b"
76886,22854,"tr_6","C",956,"77","O","ct_9","CDI","CG","478a"
76903,27251,"tr_1","C",1864,"77","O","ct_9","CDI","GZ","433d"
76906,55113,"tr_1","C",1988,"75","O","ct_9","CDI","LZ","373d"
76914,16206,"tr_1","C",1811,"77","O","ct_9","CDD","KZ","545c"
76915,47304,"tr_6","P",1410,"91","O","ct_9","CDI","CL","387d"
76916,20477,"tr_5","C",1953,"93","O","ct_8","CDI","PZ","341a"
76920,17281,"tr_3","C",1687,"77","O","ct_9","CDI","IZ","468a"
76925,3882,"tr_1","N",304,"77","O","ct_9","TTP","NZ","681a"
76926,33051,"tr_1","C",1560,"77","O","ct_9","CDI","GZ","634c"
76928,32169,"tr_6","C",1820,"95","O","ct_1","AUT","OZ","531a"
76932,28714,"tr_3","C",1820,"77","O","ct_9","CDI","HZ","534a"
76941,34352,"tr_5","C",1820,"75","O","ct_9","CDI","KZ","376e"
76945,47324,"tr_6","C",987,"75","O","ct_8","CDI","KZ","376f"
76949,19986,"tr_6","C",1731,"75","O","ct_9","CDI","IZ","561f"
76950,24271,"tr_6","C",1715,"77","O","ct_9","CDI","RZ","465b"
76953,24596,"tr_1","C",1722,"77","O","ct_9","CDI","EZ","633c"
76954,16072,"tr_2","C",1494,"77","O","ct_9","CDI","PZ","525a"
76975,5793,"tr_3","C",729,"77","O","ct_8","CDI","QB","526a"
76982,25300,"tr_2","C",1750,"75","O","ct_9","CDI","HZ","621d"
76990,26498,"tr_6","C",1896,"77","O","ct_8","CDI","OZ","467d"
76996,29710,"tr_4","C",1820,"77","O","ct_8","CDI","PZ","341a"
77001,9723,"tr_0","P",733,"77","O","ct_9","CDI","GZ","554e"
77003,3925,"tr_4","P",343,"93","O","ct_8","CDI","QB","543g"
77004,41909,"tr_1","C",1547,"75","O","ct_9","CDI","FZ","374d"
77005,77322,"tr_6","C",1820,"75","O","ct_9","CDI","MA","372b"
77010,12016,"tr_1","C",1656,"60","O","ct_9","CDI","HZ","641a"
77012,30918,"tr_1","C",1433,"93","O","ct_9","CDI","KZ","376d"
77013,15546,"tr_5","C",1247,"94","O","ct_9","CDI","GZ","643a"
77018,39648,"tr_5","C",1362,"75","O","ct_9","CDI","GZ","543b"
77021,23255,"tr_6","C",1774,"94","O","ct_8","CDI","QA","526a"
77026,37249,"tr_6","C",1802,"93","O","ct_9","CDI","HZ","372d"
77029,40575,"tr_6","C",1820,"92","O","ct_1","CDI","OZ","333e"
77037,26153,"tr_4","C",1838,"75","O","ct_8","CDI","PZ","422c"
77042,28748,"tr_1","C",1820,"75","O","ct_9","CDI","KZ","467b"
77043,17408,"tr_6","C",1820,"92","O","ct_9","CDI","KZ","543g"
77047,5467,NA,"C",386,"77","O",NA,"AUT","QB","563b"
77049,29918,"tr_6","C",1267,"77","O","ct_9","CDI","RZ","373b"
77054,14780,"tr_2","C",1767,"95","O","ct_9","CDI","IZ","561c"
77058,89086,"tr_3","C",1820,"75","O","ct_8","CDI","OZ","376f"
77065,16851,"tr_6","C",1283,"77","O","ct_9","CDI","RZ","462b"
77076,9226,"tr_1","C",1400,"77","X","ct_9","AUT","GZ","562a"
77081,45405,"tr_5","C",1771,"75","O","ct_9","CDI","KZ","376e"
77082,12167,"tr_1","C",1736,"77","O","ct_9","CDI","GZ","643a"
77085,11359,"tr_1","P",900,"77","O","ct_9","CDI","NZ","542a"
77088,39966,"tr_6","C",1939,"75","O","ct_9","CDI","MA","543b"
77095,13043,"tr_2","P",1398,"77","O","ct_9","CDI","SZ","563b"
77096,35698,"tr_5","C",1820,"93","O","ct_8","CDI","PZ","341a"
77097,30223,"tr_6","C",1479,"94","O","ct_9","CDI","FZ","472a"
77099,23216,"tr_1","N",3000,"77","O","ct_7","CDI","QB","563a"
77108,2997,"tr_1","C",280,"75","O","ct_9","CDD","FZ","681a"
77116,11475,"tr_6","P",906,"77","O","ct_3","CDI","QA","632k"
77123,38939,"tr_5","C",1909,"91","O","ct_8","CDI","PZ","422b"
77124,19612,"tr_3","C",1763,"75","O","ct_9","CDI","QB","563b"
77126,36384,"tr_3","C",1834,"77","O","ct_9","CDI","HZ","466c"
77127,27350,"tr_1","C",1683,"91","O","ct_9","CDI","MA","373d"
77132,7356,"tr_1","C",626,"93","O","ct_9","CDI","IZ","636d"
77137,9607,"tr_5","P",650,"77","O","ct_9","CDI","GZ","552a"
77141,46653,"tr_6","C",1824,"93","O","ct_5","CDI","HZ","332a"
77154,5069,"tr_6","P",621,"77","O","ct_2","CDD","OZ","524c"
77157,34299,"tr_3","C",1736,"45","O","ct_9","CDI","HZ","654b"
77161,22310,"tr_1","N",1706,"75","O","ct_9","TTP","NZ","633a"
77162,13768,"tr_5","C",1821,"94","A","ct_9","APP","LZ","543g"
77163,27989,"tr_3","P",1525,"91","O","ct_8","CDI","QA","431d"
77166,16179,"tr_6","P",1449,"91","O","ct_2","CDI","OZ","423b"
77167,17392,"tr_4","C",1626,"77","O","ct_9","CDI","GZ","551a"
77179,11925,"tr_5","C",1006,"77","O","ct_9","CDI","IZ","561d"
77180,29803,"tr_6","C",3000,"36","O","ct_1","AUT","OZ","334a"
77184,83579,"tr_6","C",1806,"77","O","ct_8","CDI","QA","431a"
77186,22046,"tr_6","C",1837,"93","O","ct_8","CDI","OZ","467d"
77188,17777,"tr_3","C",1610,"77","O","ct_9","CDI","GZ","542a"
77189,8892,"tr_4","P",834,"77","O","ct_9","CDI","QB","525d"
77193,19146,"tr_3","C",1137,"92","O","ct_9","CDI","FZ","676e"
77194,20949,"tr_6","C",2009,"77","O","ct_8","CDI","OZ","545d"
77207,14585,"tr_1","C",748,"77","O","ct_9","CDI","KZ","467c"
77210,18086,"tr_4","C",1106,"75","O","ct_9","CDI","IZ","636d"
77211,19067,"tr_6","C",2043,"93","O","ct_9","CDI","HZ","521a"
77212,7960,"tr_1","P",773,"77","O","ct_9","CDI","GZ","552a"
77219,6804,"tr_1","C",759,"75","O","ct_9","CDI","GZ","554a"
77220,18503,"tr_1","C",1348,"75","O","ct_9","CDI","GZ","433b"
77226,1160,"tr_5","C",437,"77","O","ct_8","CDD","QA","542a"
77228,32475,"tr_3","C",1594,"94","O","ct_9","CDI","CH","543b"
77236,26514,"tr_5","C",1772,"77","O","ct_9","CDI","QA","526a"
77240,25776,"tr_6","P",1454,"93","O","ct_1","CDI","OZ","451e"
77245,30739,"tr_4","C",2035,"93","O","ct_9","CDI","QA","526d"
77253,38724,"tr_6","C",1820,"75","O","ct_9","CDI","MA","461d"
77255,23324,"tr_5","C",1820,"77","O","ct_8","CDI","PZ","341a"
77262,17211,"tr_6","C",1509,"67","O","ct_9","CDI","GZ","463c"
77265,39845,"tr_5","C",1919,"94","O","ct_9","CDI","GZ","374a"
77268,14895,"tr_6","C",1744,"75","O","ct_8","CDI","QB","525d"
77270,62332,"tr_6","C",1794,"95","O","ct_9","CDI","HZ","382a"
77273,26800,"tr_1","C",1837,"94","O","ct_9","CDI","GZ","634c"
77276,12662,"tr_1","N",1654,"75","O","ct_7","CDI","TZ","563a"
77279,12715,"tr_5","P",1062,"28","O","ct_9","CDI","GZ","463c"
77291,21820,"tr_2","C",1743,"94","O","ct_9","CDI","SZ","478c"
77293,17400,"tr_2","P",1884,"77","O","ct_9","CDI","IZ","636d"
77294,9733,"tr_5","C",732,"77","O","ct_9","CDI","HZ","641b"
77295,54679,"tr_0","N",1602,"77","O","ct_9","CDI","GZ","374d"
77297,1877,"tr_1","C",202,"77","O","ct_9","TTP","NZ","676a"
77300,25817,"tr_4","C",2439,"77","O","ct_8","CDI","QB","525d"
77309,34597,"tr_3","C",1551,"91","O","ct_9","CDI","MA","542a"
77320,30965,"tr_6","C",1477,"93","O","ct_9","CDI","HZ","372b"
77328,20235,"tr_5","C",1512,"77","O","ct_9","CDI","FZ","632a"
77331,4643,"tr_2","C",455,"77","O","ct_9","CDI","HZ","641a"
77340,15934,"tr_4","C",1287,"95","O","ct_9","CDI","IZ","468b"
77353,890,"tr_6","C",140,"77","O","ct_9","CDI","CJ","622a"
77357,2112,"tr_3","C",304,"77","O","ct_9","CDI","JC","543f"
77359,12629,"tr_1","C",1543,"77","O","ct_9","CDI","GZ","542a"
77360,24154,"tr_6","C",1969,"75","O","ct_5","CDI","HZ","546b"
77368,25587,"tr_6","C",1922,"93","O","ct_9","CDI","JC","388d"
77372,26821,"tr_6","C",1959,"77","O","ct_9","CDI","HZ","462c"
77373,44040,"tr_6","C",1799,"10","O","ct_9","CDI","DZ","477b"
77377,41576,"tr_6","C",2044,"75","O","ct_9","CDI","MA","472a"
77379,26131,"tr_6","C",1575,"94","O","ct_9","CDI","GZ","478c"
77382,39367,"tr_6","C",1824,"94","O","ct_8","CDI","QA","431f"
77383,28080,"tr_3","C",2040,"77","O","ct_9","CDI","HZ","389a"
77385,23083,"tr_2","C",1814,"77","O","ct_9","CDI","HZ","451a"
77390,27366,"tr_1","C",1965,"83","O","ct_9","CDI","KZ","467a"
77391,5000,"tr_3","C",309,"77","O","ct_9","CDI","GZ","485a"
77395,52242,"tr_6","C",1820,"75","O","ct_9","CDI","NZ","387b"
77401,28028,"tr_2","C",1597,"75","O","ct_9","CDI","GZ","433d"
77402,25408,"tr_3","C",1821,"75","O","ct_9","CDI","MC","374d"
77413,54676,"tr_6","P",1786,"77","O","ct_9","CDI","CL","387d"
77420,10087,"tr_3","C",546,"77","O","ct_9","CDI","CH","626b"
77421,39731,"tr_1","C",1739,"77","O","ct_9","CDI","KZ","376d"
77427,23151,"tr_5","C",1886,"93","O","ct_8","CDI","PZ","422e"
77431,8463,"tr_1","C",1071,"77","O","ct_9","CDI","QB","526c"
77436,8959,"tr_4","P",1021,"77","O","ct_2","CDI","OZ","435b"
77440,27756,"tr_6","C",1517,"94","O","ct_9","CDI","KZ","467b"
77441,18295,"tr_4","C",1854,"77","O","ct_9","CDI","QA","526a"
77448,14256,"tr_4","C",1269,"77","O","ct_8","CDI","QB","526d"
77449,56489,"tr_6","C",1831,"77","O","ct_8","CDI","QB","344b"
77452,2834,"tr_1","P",176,"77","O",NA,"TTP","NZ","632f"
77454,10166,"tr_1","N",1118,"93","O","ct_7","CDI","TZ","563c"
77460,1946,"tr_0","C",211,"92","O","ct_9","CDI","FZ","681b"
77465,19156,"tr_4","C",1567,"77","O","ct_8","CDI","QB","526a"
77466,19725,"tr_0","C",1665,"77","O","ct_9","CDI","CK","674d"
77469,7919,"tr_1","C",596,"77","O","ct_9","TTP","NZ","652a"
77472,22481,"tr_4","P",1771,"77","O","ct_9","CDI","CE","652a"
77483,43477,"tr_6","C",1830,"93","O","ct_1","CDI","OZ","373b"
77487,35363,"tr_4","P",918,"77","O","ct_8","CDI","QB","344b"
77488,23187,"tr_6","C",1251,"77","O","ct_9","CDI","RZ","534a"
77490,14374,"tr_1","C",1566,"77","O","ct_9","CDI","FZ","382d"
77496,26164,"tr_6","C",1573,"77","O","ct_9","CDI","JA","652a"
77497,4579,"tr_6","P",496,"77","O","ct_2","CDI","OZ","525c"
77503,18203,"tr_2","P",1664,"77","O","ct_9","CDI","HZ","546b"
77504,25287,"tr_2","C",1778,"77","O","ct_9","CDI","NZ","543b"
77506,32596,"tr_3","C",1911,"77","O","ct_9","CDI","GZ","462b"
77511,17702,"tr_6","C",1383,"95","O","ct_9","CDI","IZ","468a"
77518,38247,"tr_6","P",1677,"92","O","ct_5","CDI","MB","475a"
77526,13192,"tr_6","C",1046,"77","O","ct_9","CDI","RZ","561c"
77529,48424,"tr_3","C",1456,"92","O","ct_9","CDI","MA","388a"
77530,2831,"tr_6","P",228,"91","O","ct_9","CDI","HZ","546b"
77538,6301,"tr_5","P",656,"94","O","ct_9","CDI","PZ","422c"
77541,24794,"tr_6","C",1820,"75","O","ct_3","CDI","MA","433d"
77550,69722,"tr_3","C",1736,"75","O","ct_9","CDI","MC","376g"
77558,10251,"tr_6","C",1109,"77","O","ct_9","CDI","GZ","552a"
77562,5866,NA,"C",167,"77","O",NA,"CDI","GZ","462e"
77566,11726,"tr_3","C",889,"93","O","ct_9","CDI","NZ","461e"
77571,14176,"tr_3","C",1820,"59","O","ct_9","CDI","HZ","643a"
77576,15491,"tr_0","N",1611,"77","O","ct_7","CDI","QB","563b"
77577,13878,"tr_3","C",1403,"91","O","ct_9","CDI","HZ","641b"
77578,34703,"tr_5","C",1796,"93","O","ct_9","CDI","HZ","478d"
77581,18365,"tr_1","C",1924,"94","O","ct_8","CDI","NZ","564a"
77584,14597,"tr_5","P",1456,"77","O","ct_8","CDI","QB","434d"
77594,23447,"tr_6","C",1815,"13","O","ct_3","AUT","QA","523d"
77605,11401,"tr_1","N",251,"77","O","ct_7","CDI","TZ","563c"
77609,47343,"tr_1","C",1710,"94","O","ct_9","CDI","GZ","463b"
77610,30393,"tr_6","C",1444,"93","O","ct_9","CDI","HZ","466a"
77611,3123,"tr_6","C",311,"77","O","ct_2","CDD","OZ","533a"
77615,26593,"tr_6","P",1546,"77","O","ct_9","CDI","KZ","467a"
77619,14636,"tr_5","P",1572,"77","O","ct_9","CDI","QA","525d"
77620,2412,NA,"C",211,"77","O",NA,"CDI","TZ","563c"
77625,23500,"tr_6","C",1902,"77","O","ct_2","AUT","OZ","621f"
77631,40780,"tr_6","C",1331,"95","O","ct_9","CDI","HZ","389a"
77635,24882,"tr_2","C",1754,"77","O","ct_9","CDI","QA","431d"
77636,35974,"tr_6","C",1820,"91","O","ct_9","CDI","GZ","385a"
77637,22970,"tr_1","C",2028,"93","O","ct_9","CDI","IZ","468b"
77638,32309,"tr_4","C",1820,"93","O","ct_1","CDI","PZ","422a"
77640,52467,"tr_6","C",1522,"75","O","ct_9","CDI","JC","388a"
77646,32242,"tr_1","C",1688,"75","O","ct_6","CDI","MA","542a"
77647,53941,"tr_6","C",1820,"77","O","ct_9","CDI","CJ","374c"
77649,15343,"tr_1","P",1161,"77","O","ct_6","CDI","QA","542a"
77653,32467,"tr_2","P",1395,"77","O","ct_9","CDI","MA","372a"
77654,4665,"tr_2","P",600,"77","O","ct_9","TOA","GZ","551a"
77658,17945,"tr_2","P",851,"92","O","ct_9","CDI","FZ","472a"
77659,7815,"tr_3","P",772,"77","O","ct_9","CDI","QB","563b"
77660,27790,"tr_4","C",1880,"77","O","ct_9","CDI","HZ","451a"
77664,9798,"tr_5","P",967,"75","O","ct_8","CDI","QB","526a"
77667,15592,"tr_3","C",1839,"77","O","ct_9","CDI","GZ","554d"
77671,32239,"tr_6","C",1623,"75","O","ct_8","CDI","QA","433a"
77682,6761,"tr_1","P",746,"77","O","ct_9","CDI","PZ","424a"
77687,31467,"tr_3","C",2044,"93","O","ct_9","CDI","KZ","376d"
77688,29461,"tr_0","C",2064,"93","O","ct_9","CDI","NZ","534b"
77695,29526,"tr_1","C",1624,"75","O","ct_9","CDI","MA","373d"
77698,2039,NA,"C",185,"77","O",NA,"CDI","QA","526a"
77704,19461,"tr_2","C",1916,"77","O","ct_9","CDI","CA","462b"
77710,43708,"tr_1","C",1372,"77","O","ct_9","CDI","FZ","681a"
77711,24854,"tr_3","C",1906,"77","O","ct_8","CDI","QB","526d"
77713,26322,"tr_2","C",1978,"77","O","ct_9","CDI","MA","464a"
77715,22285,"tr_3","C",1813,"77","O","ct_8","CDI","OZ","451e"
77717,48023,"tr_2","C",1820,"93","O","ct_2","AUT","PZ","421b"
77722,50095,"tr_3","C",1370,"93","O","ct_8","CDI","QB","434a"
77726,26142,"tr_5","C",1708,"94","O","ct_9","CDI","FZ","461d"
77731,16929,"tr_1","C",2200,"94","O","ct_9","CDI","GZ","634c"
77735,47930,"tr_5","C",1820,"92","O","ct_9","CDI","LZ","461d"
77736,32159,"tr_5","C",1820,"75","O","ct_1","AUT","OZ","531a"
77742,13828,"tr_1","C",1366,"77","O","ct_9","CDI","SZ","562b"
77743,40357,"tr_6","C",1820,"77","O","ct_1","CDI","OZ","524b"
77746,16719,"tr_5","C",1385,"93","X","ct_9","AUT","CA","478b"
77747,10333,"tr_4","P",1409,"77","O","ct_9","CDI","QB","563b"
77750,61739,"tr_3","P",1585,"75","O","ct_8","CDI","QB","344b"
77757,1106,NA,"C",125,"77","O",NA,"CDI","OZ","621f"
77760,25452,"tr_3","C",1610,"77","O","ct_8","CDI","QB","434d"
77765,17504,"tr_5","P",1560,"77","O","ct_3","AUT","QB","523d"
77769,13526,"tr_3","C",1029,"91","O","ct_9","CDI","QA","526e"
77770,13986,"tr_1","C",1027,"95","O","ct_9","TTP","NZ","676c"
77775,24690,"tr_6","C",1820,"77","O","ct_2","AUT","OZ","525b"
77777,34898,"tr_2","C",1704,"92","O","ct_9","CDI","NZ","546b"
77785,15428,"tr_3","P",1089,"91","O","ct_8","CDI","QB","526d"
77789,38535,"tr_5","C",1820,"77","O","ct_5","CDI","HZ","654b"
