uid,Activity_type,Studying,SEX,INSEE,Age_2020,qualification,FAMILY_TYPE,occupation_42,target
73106,"TA1-1",TRUE,"Female","75116",24,"DIPL1.7","typem4.3","csp_5_4","B"
73108,"TA1-1",FALSE,"Male","75116",28,"DIPL1.4","typem4.2","csp_5_3","X"
73111,"TA1-2",TRUE,"Male","75116",22,"DIPL2","typem1.1","csp_8_1","B"
73113,"TA1-1",TRUE,"Female","75116",30,"DIPL1.8","typem4.1","csp_3_4","X"
73124,"TA2-2",TRUE,"Female","75116",35,"DIPL1.8","typem4.2","csp_8_4","X"
73126,"TA1-1",FALSE,"Male","75116",38,"DIPL1.2","typem3.2","csp_3_1","B"
73128,"TA1-1",FALSE,"Female","75116",58,"DIPL1.6","typem1.2","csp_2_2","B"
73129,"TA2-1",FALSE,"Female","75116",94,"DIPL1.5","typem1.2","csp_7_8","B"
73133,"TA2-1",FALSE,"Male","75116",71,"DIPL1.6","typem4.4","csp_7_4","X"
73134,"TA1-1",FALSE,"Male","75116",45,"DIPL1.3","typem3.1","csp_3_5","X"
73137,"TA1-1",FALSE,"Female","75116",28,"DIPL1.7","typem4.1","csp_5_6","B"
73139,"TA1-1",FALSE,"Female","75116",37,"DIPL1.6","typem1.2","csp_4_5","X"
73140,"TA1-1",TRUE,"Female","75116",39,"DIPL1.7","typem2.0","csp_3_4","X"
73141,"TA1-1",FALSE,"Male","75116",47,"DIPL1.5","typem4.1","csp_5_4","B"
73142,"TA1-1",FALSE,"Female","75116",49,"DIPL1.7","typem4.1","csp_5_4","B"
73144,"TA1-1",FALSE,"Male","75116",35,"DIPL1.8","typem1.1","csp_5_2","B"
73145,"TA2-1",FALSE,"Female","75116",72,"DIPL1.7","typem1.2","csp_7_4","X"
73149,"TA2-2",TRUE,"Male","75116",22,"DIPL1.4","typem2.0","csp_8_4","X"
73151,"TA2-2",TRUE,"Male","75116",18,"DIPL1.2","typem4.1","csp_8_4","B"
73152,"TA1-1",FALSE,"Male","75116",56,"DIPL1.9","typem4.1","csp_3_4","X"
73159,"TA1-1",FALSE,"Female","75116",31,"DIPL1.9","typem4.1","csp_3_5","X"
73160,"TA2-2",TRUE,"Male","75116",16,"DIPL3","typem3.1","csp_8_4","B"
73161,"TA1-1",FALSE,"Female","75116",49,"DIPL1.7","typem3.2","csp_3_1","B"
73164,"TA2-2",TRUE,"Male","75116",16,"DIPL3","typem4.1","csp_8_4","X"
73166,"TA1-1",FALSE,"Female","75116",54,"DIPL1.5","typem4.1","csp_3_7","X"
73169,"TA2-1",FALSE,"Male","75116",94,"DIPL1.8","typem4.4","csp_7_4","X"
73170,"TA1-2",FALSE,"Male","75116",35,"DIPL1.5","typem4.4","csp_5_6","X"
73171,"TA2-1",FALSE,"Male","75116",78,"DIPL2","typem1.1","csp_7_8","X"
73173,"TA1-1",FALSE,"Female","75116",60,"DIPL2","typem4.3","csp_6_8","X"
73174,"TA1-1",FALSE,"Female","75116",70,"DIPL1.8","typem2.0","csp_5_6","B"
73176,"TA1-1",FALSE,"Male","75116",57,"DIPL1.6","typem3.1","csp_3_7","X"
73177,"TA2-2",TRUE,"Male","75116",23,"DIPL1.4","typem1.1","csp_8_4","X"
73178,"TA1-1",FALSE,"Male","75116",48,"DIPL1.8","typem4.1","csp_3_5","X"
73180,"TA1-1",FALSE,"Male","75116",27,"DIPL1.8","typem4.1","csp_3_7","X"
73183,"TA1-1",FALSE,"Female","75116",41,"DIPL1.8","typem4.1","csp_3_1","B"
73184,"TA1-1",FALSE,"Male","75116",30,"DIPL1.8","typem1.1","csp_2_2","B"
73185,"TA1-1",FALSE,"Male","75116",36,"DIPL1.8","typem4.1","csp_3_8","X"
73188,"TA2-5",FALSE,"Female","75116",48,"DIPL1.5","typem4.4","csp_8_5","X"
73190,"TA2-4",FALSE,"Female","75116",67,"DIPL2","typem4.4","csp_8_6","X"
73191,"TA1-1",TRUE,"Female","75116",35,"DIPL1.9","typem4.1","csp_3_4","X"
73193,"TA1-1",TRUE,"Male","75116",25,"DIPL1.7","typem1.1","csp_3_8","B"
73195,"TA2-1",FALSE,"Female","75116",86,"DIPL1","typem1.2","csp_7_5","B"
73196,"TA1-1",FALSE,"Female","75116",53,"DIPL1.8","typem4.1","csp_3_7","B"
73197,"TA2-1",FALSE,"Male","75116",80,"DIPL1.7","typem4.3","csp_7_8","X"
73199,"TA2-1",FALSE,"Female","75116",84,"DIPL1.3","typem4.4","csp_7_5","X"
73201,"TA2-1",FALSE,"Male","75116",74,"DIPL1.8","typem4.1","csp_7_4","X"
73204,"TA1-2",FALSE,"Male","75116",56,"DIPL1.8","typem4.3","csp_3_7","X"
73205,"TA1-1",FALSE,"Female","75116",65,"DIPL1.7","typem4.3","csp_4_2","X"
73207,"TA2-1",FALSE,"Male","75116",64,"DIPL1","typem1.1","csp_7_8","X"
73208,"TA2-1",FALSE,"Male","75116",81,"DIPL2","typem4.4","csp_7_8","X"
73209,"TA2-2",TRUE,"Female","75116",21,"DIPL1.7","typem4.1","csp_8_4","B"
73210,"TA1-1",FALSE,"Male","75116",27,"DIPL1.8","typem4.1","csp_3_8","X"
73211,"TA2-2",TRUE,"Female","75116",19,"DIPL1.4","typem3.2","csp_8_4","X"
73212,"TA1-1",FALSE,"Male","75116",42,"DIPL1.8","typem4.1","csp_3_3","X"
73215,"TA1-1",FALSE,"Male","75116",49,"DIPL1.9","typem4.1","csp_3_4","X"
73218,"TA1-1",FALSE,"Female","75116",45,"DIPL1.7","typem3.2","csp_2_1","B"
73219,"TA1-1",FALSE,"Male","75116",42,"DIPL1.4","typem1.1","csp_2_3","X"
73221,"TA1-1",FALSE,"Female","75116",66,"DIPL1.8","typem4.3","csp_3_1","X"
73222,"TA1-1",FALSE,"Female","75116",64,"DIPL1.8","typem4.1","csp_3_3","X"
73224,"TA2-1",FALSE,"Female","75116",62,"DIPL1.6","typem4.2","csp_7_7","X"
73225,"TA2-1",FALSE,"Male","75116",77,"DIPL1.8","typem4.4","csp_7_2","X"
73226,"TA1-1",FALSE,"Male","75116",55,"DIPL3","typem4.1","csp_3_8","B"
73227,"TA1-1",FALSE,"Male","75116",37,"DIPL1.8","typem4.1","csp_3_7","B"
73229,"TA1-1",FALSE,"Female","75116",53,"DIPL1.8","typem4.1","csp_3_4","X"
73230,"TA2-1",FALSE,"Female","75116",93,"DIPL3","typem4.1","csp_7_2","X"
73232,"TA1-1",FALSE,"Female","75116",33,"DIPL1.8","typem4.1","csp_3_7","X"
73239,"TA1-1",FALSE,"Female","75116",60,"DIPL1.8","typem3.2","csp_3_4","X"
73242,"TA2-1",FALSE,"Female","75116",67,"DIPL1.7","typem4.4","csp_7_7","X"
73244,"TA2-2",TRUE,"Female","75116",27,"DIPL1.7","typem3.2","csp_8_4","B"
73246,"TA1-1",FALSE,"Female","75116",38,"DIPL1.8","typem4.1","csp_3_7","B"
73247,"TA1-1",FALSE,"Male","75116",54,"DIPL1.8","typem4.2","csp_3_7","X"
73252,"TA1-1",FALSE,"Female","75116",45,"DIPL1.8","typem4.1","csp_3_4","X"
73254,"TA2-1",FALSE,"Male","75116",85,"DIPL3","typem4.4","csp_7_4","X"
73255,"TA1-1",FALSE,"Male","75116",40,"DIPL1.6","typem4.1","csp_4_6","B"
73258,"TA2-1",FALSE,"Female","75116",89,"DIPL1.1","typem1.2","csp_7_5","B"
73259,"TA1-1",FALSE,"Male","75116",61,"DIPL1.7","typem1.1","csp_3_4","X"
73260,"TA1-2",FALSE,"Male","75116",53,"DIPL1.3","typem1.1","csp_5_5","X"
73262,"TA2-1",FALSE,"Female","75116",110,"DIPL1.9","typem1.2","csp_7_4","B"
73264,"TA1-1",FALSE,"Female","75116",28,"DIPL1.8","typem4.3","csp_3_8","X"
73265,"TA1-1",FALSE,"Male","75116",47,"DIPL1.7","typem1.1","csp_3_7","X"
73266,"TA1-1",FALSE,"Female","75116",48,"DIPL1.8","typem1.2","csp_3_7","B"
73267,"TA1-1",FALSE,"Female","75116",63,"DIPL1.2","typem1.2","csp_3_5","X"
73268,"TA1-1",FALSE,"Female","75116",31,"DIPL1.8","typem4.1","csp_3_7","X"
73270,"TA1-1",FALSE,"Male","75116",25,"DIPL1.8","typem1.1","csp_3_8","X"
73272,"TA2-1",FALSE,"Female","75116",75,"DIPL1.7","typem4.2","csp_7_4","X"
73276,"TA1-1",TRUE,"Male","75116",34,"DIPL1.8","typem4.2","csp_3_4","B"
73277,"TA1-1",FALSE,"Male","75116",57,"DIPL1.2","typem4.2","csp_2_2","X"
73278,"TA1-1",FALSE,"Female","75116",26,"DIPL1.8","typem4.1","csp_3_7","B"
73279,"TA2-1",FALSE,"Female","75116",80,"DIPL1.4","typem4.4","csp_7_2","X"
73282,"TA1-1",FALSE,"Female","75116",45,"DIPL1.7","typem1.2","csp_4_5","B"
73283,"TA2-4",FALSE,"Female","75116",53,"DIPL1.7","typem3.2","csp_8_5","B"
73284,"TA2-2",TRUE,"Male","75116",17,"DIPL3","typem4.1","csp_8_5","B"
73285,"TA1-1",FALSE,"Female","75116",50,"DIPL1.6","typem4.3","csp_5_6","B"
73286,"TA2-1",FALSE,"Male","75116",80,"DIPL1.2","typem4.4","csp_7_2","X"
73287,"TA1-1",FALSE,"Female","75116",32,"DIPL1.8","typem1.2","csp_6_3","B"
73289,"TA1-1",FALSE,"Male","75116",52,"DIPL1.5","typem1.1","csp_3_5","B"
73290,"TA1-1",FALSE,"Female","75116",63,"DIPL1.3","typem1.2","csp_5_6","B"
73291,"TA1-1",FALSE,"Female","75116",63,"DIPL1.1","typem3.2","csp_5_2","X"
73292,"TA1-1",FALSE,"Female","75116",56,"DIPL1.4","typem4.3","csp_5_6","X"
73293,"TA2-5",FALSE,"Male","75116",51,"DIPL1.4","typem1.1","csp_8_5","X"
73294,"TA1-1",TRUE,"Female","75116",25,"DIPL1.7","typem1.2","csp_2_2","B"
73295,"TA1-1",FALSE,"Female","75116",53,"DIPL1.4","typem1.2","csp_5_4","X"
73300,"TA2-2",TRUE,"Male","75116",16,"DIPL3","typem4.1","csp_8_5","B"
73303,"TA2-1",FALSE,"Female","75116",87,"DIPL1.1","typem1.2","csp_7_7","B"
73305,"TA1-1",FALSE,"Female","75116",29,"DIPL1.7","typem4.1","csp_4_3","B"
73308,"TA1-1",FALSE,"Female","75116",61,"DIPL1.7","typem4.1","csp_4_3","B"
73309,"TA2-2",TRUE,"Female","75117",24,"DIPL1.6","typem1.2","csp_8_4","X"
73311,"TA1-1",FALSE,"Female","75117",66,"DIPL1.7","typem1.2","csp_3_5","B"
73313,"TA2-5",FALSE,"Female","75117",61,"DIPL1","typem3.2","csp_8_5","B"
73316,"TA1-1",FALSE,"Female","75117",24,"DIPL1.5","typem4.1","csp_5_4","B"
73323,"TA2-1",FALSE,"Female","75117",72,"DIPL1.6","typem4.4","csp_7_5","X"
73324,"TA2-1",FALSE,"Male","75117",61,"DIPL1","typem4.3","csp_7_8","X"
73327,"TA1-2",FALSE,"Male","75117",54,"DIPL1.7","typem1.1","csp_6_3","X"
73328,"TA1-1",FALSE,"Female","75117",49,"DIPL1.8","typem1.2","csp_3_4","X"
73329,"TA1-1",FALSE,"Female","75117",59,"DIPL1.4","typem4.1","csp_4_5","B"
73333,"TA1-2",FALSE,"Female","75117",27,"DIPL1.7","typem4.1","csp_5_4","X"
73334,"TA1-1",FALSE,"Male","75117",27,"DIPL1.8","typem2.0","csp_5_4","X"
73335,"TA1-1",FALSE,"Male","75117",48,"DIPL1.6","typem1.1","csp_4_5","X"
73336,"TA1-1",FALSE,"Male","75117",49,"DIPL1.6","typem4.1","csp_4_6","X"
73337,"TA1-1",FALSE,"Female","75117",56,"DIPL1.8","typem4.1","csp_3_1","X"
73338,"TA2-5",FALSE,"Male","75117",49,"DIPL1.8","typem1.1","csp_8_5","X"
73339,"TA1-1",FALSE,"Male","75117",26,"DIPL1.6","typem4.1","csp_4_8","X"
73340,"TA2-5",FALSE,"Female","75117",55,"DIPL3","typem4.2","csp_8_5","X"
73341,"TA1-2",FALSE,"Female","75117",27,"DIPL1.7","typem2.0","csp_3_3","X"
73342,"TA2-2",TRUE,"Male","75117",26,"DIPL1.8","typem1.1","csp_8_4","X"
73343,"TA2-1",FALSE,"Female","75117",72,"DIPL1.4","typem4.4","csp_7_7","X"
73346,"TA2-1",FALSE,"Female","75117",84,"DIPL1.1","typem4.4","csp_7_7","X"
73347,"TA2-4",FALSE,"Female","75117",40,"DIPL3","typem4.2","csp_8_5","X"
73348,"TA1-1",FALSE,"Male","75117",29,"DIPL1.5","typem3.2","csp_6_8","B"
73350,"TA2-2",TRUE,"Female","75117",19,"DIPL1.4","typem3.2","csp_8_4","B"
73351,"TA1-1",FALSE,"Female","75117",63,"DIPL1.8","typem1.2","csp_2_2","B"
73355,"TA1-1",FALSE,"Female","75117",41,"DIPL1.8","typem1.2","csp_4_6","X"
73356,"TA1-1",FALSE,"Female","75117",40,"DIPL1.9","typem4.1","csp_3_3","X"
73360,"TA1-1",TRUE,"Male","75117",19,"DIPL1.2","typem3.1","csp_5_6","B"
73363,"TA2-1",FALSE,"Female","75117",73,"DIPL1.2","typem1.2","csp_7_7","X"
73365,"TA1-1",TRUE,"Male","75117",26,"DIPL1.8","typem3.1","csp_3_4","X"
73368,"TA2-1",FALSE,"Female","75117",73,"DIPL1","typem3.2","csp_7_7","X"
73369,"TA1-1",FALSE,"Male","75117",43,"DIPL1.4","typem1.1","csp_3_8","X"
73370,"TA1-1",FALSE,"Male","75117",47,"DIPL1.3","typem4.2","csp_4_6","X"
73371,"TA2-4",FALSE,"Female","75117",36,"DIPL1.3","typem4.2","csp_8_5","X"
73372,"TA1-1",FALSE,"Male","75117",43,"DIPL1.7","typem4.1","csp_3_7","X"
73373,"TA1-1",FALSE,"Male","75117",55,"DIPL1.6","typem4.1","csp_3_7","X"
73374,"TA1-1",FALSE,"Male","75117",50,"DIPL1.6","typem4.1","csp_6_4","B"
73375,"TA1-1",FALSE,"Male","75117",44,"DIPL1.5","typem4.1","csp_4_7","X"
73379,"TA2-2",TRUE,"Male","75117",16,"DIPL1.2","typem4.1","csp_8_4","X"
73380,"TA1-1",FALSE,"Male","75117",33,"DIPL1.8","typem4.1","csp_3_7","X"
73381,"TA1-2",FALSE,"Female","75117",43,"DIPL1.7","typem4.2","csp_4_6","X"
73383,"TA1-2",FALSE,"Female","75117",28,"DIPL1.8","typem1.2","csp_8_1","B"
73384,"TA1-1",FALSE,"Male","75117",59,"DIPL1","typem4.1","csp_3_7","X"
73385,"TA2-1",FALSE,"Female","75117",80,"DIPL1.7","typem1.2","csp_8_6","X"
73386,"TA1-2",FALSE,"Female","75117",57,"DIPL1.7","typem1.2","csp_4_6","X"
73387,"TA1-2",FALSE,"Male","75117",65,"DIPL1.4","typem1.1","csp_3_7","B"
73388,"TA2-5",FALSE,"Female","75117",66,"DIPL1.1","typem1.2","csp_8_6","X"
73389,"TA2-1",FALSE,"Female","75117",77,"DIPL1.8","typem1.2","csp_7_4","X"
73390,"TA1-1",FALSE,"Male","75117",48,"DIPL1.8","typem1.1","csp_4_2","X"
73391,"TA1-1",FALSE,"Female","75117",67,"DIPL1.8","typem2.0","csp_3_1","X"
73394,"TA2-2",TRUE,"Male","75117",20,"DIPL1.4","typem1.1","csp_8_4","B"
73395,"TA1-1",FALSE,"Male","75117",69,"DIPL1.6","typem4.1","csp_2_2","B"
73397,"TA1-1",FALSE,"Male","75117",61,"DIPL1.3","typem4.1","csp_5_2","B"
73399,"TA2-2",TRUE,"Male","75117",19,"DIPL1.2","typem4.2","csp_8_4","X"
73400,"TA1-1",FALSE,"Female","75117",25,"DIPL1.4","typem1.2","csp_6_7","X"
73401,"TA1-1",FALSE,"Male","75117",32,"DIPL1.8","typem4.1","csp_3_7","B"
73402,"TA2-1",FALSE,"Female","75117",76,"DIPL1.7","typem4.4","csp_7_5","X"
73403,"TA2-1",FALSE,"Male","75117",79,"DIPL1.7","typem1.1","csp_7_4","X"
73404,"TA1-1",FALSE,"Male","75117",36,"DIPL1.8","typem4.1","csp_3_7","X"
73407,"TA1-1",FALSE,"Female","75117",38,"DIPL1.2","typem4.1","csp_5_5","X"
73412,"TA1-2",FALSE,"Female","75117",57,"DIPL3","typem1.2","csp_5_2","B"
73413,"TA1-1",FALSE,"Female","75117",29,"DIPL1.8","typem4.1","csp_3_3","X"
73414,"TA2-4",FALSE,"Female","75117",37,"DIPL1","typem4.2","csp_8_5","X"
73415,"TA2-1",FALSE,"Male","75117",78,"DIPL1.5","typem4.4","csp_7_4","X"
73417,"TA1-2",FALSE,"Female","75117",60,"DIPL1.7","typem4.2","csp_5_2","X"
73418,"TA1-1",FALSE,"Male","75117",44,"DIPL1.8","typem1.1","csp_4_6","X"
73422,"TA1-1",FALSE,"Female","75117",33,"DIPL1.8","typem4.1","csp_3_4","X"
73429,"TA2-1",FALSE,"Male","75117",88,"DIPL1.1","typem4.3","csp_7_4","X"
73431,"TA1-2",FALSE,"Female","75117",49,"DIPL2","typem4.4","csp_5_6","X"
73432,"TA2-1",FALSE,"Female","75117",76,"DIPL1.8","typem4.4","csp_7_4","X"
73434,"TA2-2",TRUE,"Male","75117",17,"DIPL1.2","typem3.2","csp_8_4","X"
73435,"TA1-1",FALSE,"Female","75117",41,"DIPL1.6","typem1.2","csp_4_2","X"
73436,"TA2-5",TRUE,"Male","75117",16,"DIPL3","typem4.1","csp_8_5","X"
73437,"TA2-2",TRUE,"Female","75117",26,"DIPL1.8","typem4.2","csp_8_4","X"
73440,"TA2-1",FALSE,"Male","75117",68,"DIPL1.7","typem1.1","csp_7_5","B"
73442,"TA1-1",FALSE,"Male","75117",54,"DIPL1.9","typem1.1","csp_3_8","X"
73444,"TA1-1",FALSE,"Female","75117",29,"DIPL1.8","typem4.1","csp_3_1","B"
73445,"TA1-1",FALSE,"Male","75117",58,"DIPL1.3","typem1.1","csp_4_8","X"
73446,"TA2-5",FALSE,"Female","75117",31,"DIPL1.7","typem1.2","csp_8_5","X"
73450,"TA1-1",FALSE,"Female","75117",40,"DIPL1.8","typem4.1","csp_5_4","X"
73451,"TA1-1",FALSE,"Male","75117",24,"DIPL1.8","typem1.1","csp_3_7","X"
73452,"TA1-2",FALSE,"Male","75117",33,"DIPL1.8","typem2.0","csp_2_2","X"
73453,"TA2-2",TRUE,"Male","75117",22,"DIPL1.8","typem1.1","csp_8_4","B"
73454,"TA1-1",FALSE,"Male","75117",30,"DIPL1.8","typem1.1","csp_3_7","X"
73455,"TA1-1",FALSE,"Female","75117",59,"DIPL1.6","typem4.3","csp_3_3","X"
73456,"TA2-2",TRUE,"Female","75117",17,"DIPL1.2","typem4.2","csp_8_4","X"
73458,"TA1-1",FALSE,"Male","75117",57,"DIPL1.1","typem4.1","csp_5_2","X"
73459,"TA1-1",FALSE,"Female","75117",31,"DIPL1.6","typem4.4","csp_4_8","X"
73460,"TA2-2",TRUE,"Male","75117",27,"DIPL1.8","typem2.0","csp_8_4","X"
73461,"TA1-1",FALSE,"Female","75117",46,"DIPL1.7","typem1.2","csp_3_8","X"
73463,"TA1-2",FALSE,"Male","75117",57,"DIPL1.4","typem1.1","csp_6_3","X"
73464,"TA2-1",FALSE,"Female","75117",87,"DIPL1","typem1.2","csp_8_6","X"
73468,"TA2-2",TRUE,"Male","75117",22,"DIPL1.4","typem4.1","csp_8_4","B"
73469,"TA2-1",FALSE,"Female","75117",64,"DIPL2","typem4.4","csp_7_7","X"
73470,"TA1-1",FALSE,"Female","75117",48,"DIPL1.4","typem1.2","csp_4_6","X"
73471,"TA1-1",FALSE,"Male","75117",27,"DIPL1.8","typem1.1","csp_3_7","B"
73472,"TA2-1",FALSE,"Female","75117",71,"DIPL1.4","typem4.4","csp_7_5","X"
73474,"TA1-1",TRUE,"Male","75117",28,"DIPL1.7","typem4.2","csp_5_5","X"
73478,"TA1-1",FALSE,"Male","75117",26,"DIPL1.8","typem3.2","csp_3_8","X"
73481,"TA1-1",FALSE,"Male","75117",45,"DIPL1.7","typem4.1","csp_5_4","B"
73482,"TA1-1",FALSE,"Male","75117",39,"DIPL1.7","typem3.1","csp_5_3","X"
73484,"TA1-1",FALSE,"Female","75117",24,"DIPL1.3","typem4.1","csp_5_5","X"
73485,"TA1-1",FALSE,"Male","75117",60,"DIPL1.5","typem1.1","csp_2_3","X"
73486,"TA1-1",FALSE,"Male","75117",41,"DIPL1.8","typem4.1","csp_3_7","X"
73487,"TA1-1",FALSE,"Male","75117",50,"DIPL1.6","typem4.1","csp_4_6","X"
73488,"TA2-2",TRUE,"Male","75117",27,"DIPL1.4","typem4.1","csp_8_4","X"
73489,"TA1-1",FALSE,"Female","75117",63,"DIPL1.7","typem3.2","csp_5_2","X"
73492,"TA2-1",FALSE,"Female","75117",83,"DIPL1.4","typem1.2","csp_7_5","X"
73493,"TA1-1",FALSE,"Female","75117",31,"DIPL1.6","typem4.3","csp_5_4","X"
73496,"TA1-1",FALSE,"Male","75117",52,"DIPL1.6","typem4.2","csp_4_6","B"
73497,"TA1-1",FALSE,"Female","75117",24,"DIPL1.4","typem1.2","csp_5_6","X"
73500,"TA1-1",FALSE,"Male","75117",39,"DIPL3","typem1.1","csp_6_5","B"
73501,"TA2-1",FALSE,"Female","75117",75,"DIPL1.4","typem4.4","csp_7_7","X"
73502,"TA1-1",FALSE,"Female","75117",70,"DIPL1.7","typem4.1","csp_4_3","X"
73503,"TA1-1",FALSE,"Male","75117",61,"DIPL1.8","typem4.1","csp_3_4","X"
73505,"TA1-1",FALSE,"Male","75117",59,"DIPL1.4","typem1.1","csp_3_7","X"
73506,"TA1-1",FALSE,"Female","75117",60,"DIPL1.8","typem1.2","csp_3_3","X"
73507,"TA1-1",FALSE,"Male","75117",41,"DIPL1.9","typem4.1","csp_3_5","B"
73508,"TA1-1",FALSE,"Male","75117",61,"DIPL1.7","typem4.2","csp_3_4","X"
73509,"TA1-1",FALSE,"Male","75117",65,"DIPL1.4","typem1.1","csp_5_2","X"
73511,"TA1-1",FALSE,"Female","75117",61,"DIPL1.2","typem4.1","csp_4_3","X"
73512,"TA1-1",FALSE,"Male","75117",39,"DIPL1.7","typem4.1","csp_5_2","X"
73513,"TA1-1",FALSE,"Male","75117",66,"DIPL1.1","typem4.1","csp_5_3","X"
73514,"TA1-1",FALSE,"Male","75117",42,"DIPL1.5","typem4.1","csp_5_5","X"
73515,"TA2-1",FALSE,"Female","75117",78,"DIPL1.1","typem1.2","csp_7_7","X"
73517,"TA2-2",TRUE,"Female","75117",20,"DIPL1.2","typem4.1","csp_8_4","B"
73518,"TA2-2",TRUE,"Female","75117",18,"DIPL3","typem4.4","csp_8_4","X"
73521,"TA1-1",FALSE,"Male","75117",55,"DIPL1.8","typem4.1","csp_3_5","B"
73523,"TA1-1",FALSE,"Male","75117",63,"DIPL1.8","typem4.2","csp_2_3","X"
73524,"TA1-1",FALSE,"Female","75117",22,"DIPL1.7","typem1.2","csp_4_6","X"
73525,"TA1-1",FALSE,"Male","75117",33,"DIPL1.8","typem1.1","csp_3_7","X"
73527,"TA2-1",FALSE,"Female","75117",94,"DIPL1.4","typem1.2","csp_7_4","B"
73528,"TA1-1",FALSE,"Female","75117",70,"DIPL1.4","typem4.1","csp_2_2","B"
73529,"TA1-1",FALSE,"Male","75117",31,"DIPL1.8","typem2.0","csp_4_6","X"
73530,"TA2-1",FALSE,"Male","75117",84,"DIPL1.7","typem4.4","csp_7_8","B"
73532,"TA1-1",FALSE,"Male","75117",39,"DIPL1.4","typem2.0","csp_2_2","X"
73533,"TA1-1",FALSE,"Female","75117",27,"DIPL1.8","typem1.2","csp_3_7","X"
73535,"TA1-1",FALSE,"Female","75117",35,"DIPL1.8","typem4.1","csp_4_6","X"
73536,"TA1-1",FALSE,"Male","75117",44,"DIPL1.8","typem4.1","csp_3_7","X"
73538,"TA2-1",FALSE,"Female","75117",66,"DIPL1.4","typem4.4","csp_7_7","X"
73540,"TA2-1",FALSE,"Female","75117",67,"DIPL1.8","typem4.4","csp_7_4","X"
73543,"TA1-1",FALSE,"Female","75117",25,"DIPL1.8","typem1.2","csp_4_7","B"
73545,"TA1-1",FALSE,"Male","75117",63,"DIPL1.8","typem1.1","csp_3_4","X"
73551,"TA2-2",TRUE,"Male","75117",16,"DIPL1.3","typem2.0","csp_8_4","X"
73557,"TA1-1",FALSE,"Female","75117",60,"DIPL1.7","typem4.1","csp_3_1","X"
73558,"TA2-2",TRUE,"Female","75117",15,"DIPL3","typem3.2","csp_8_4","X"
73560,"TA1-1",FALSE,"Female","75117",43,"DIPL1.8","typem4.1","csp_3_1","X"
73561,"TA2-2",TRUE,"Male","75117",16,"DIPL3","typem4.1","csp_8_5","B"
73563,"TA1-1",FALSE,"Female","75117",37,"DIPL1.7","typem4.1","csp_4_6","X"
73568,"TA1-1",FALSE,"Male","75117",50,"DIPL1.3","typem4.1","csp_3_8","B"
73578,"TA1-1",FALSE,"Male","75117",36,"DIPL1.4","typem4.1","csp_4_8","X"
73579,"TA1-1",FALSE,"Female","75117",86,"DIPL1.7","typem1.2","csp_4_3","X"
73582,"TA2-1",FALSE,"Female","75117",89,"DIPL1.7","typem1.2","csp_8_6","X"
73584,"TA1-1",FALSE,"Female","75118",28,"DIPL1.5","typem1.2","csp_4_6","B"
73587,"TA2-2",TRUE,"Male","75118",20,"DIPL1.4","typem1.1","csp_8_4","X"
73588,"TA1-2",FALSE,"Male","75118",33,"DIPL1.6","typem4.4","csp_5_4","X"
73594,"TA1-1",FALSE,"Male","75118",49,"DIPL1.4","typem4.1","csp_5_3","X"
73596,"TA1-1",FALSE,"Male","75118",45,"DIPL1.7","typem1.1","csp_3_8","X"
73597,"TA2-1",FALSE,"Female","75118",88,"DIPL1.3","typem4.4","csp_7_7","X"
73600,"TA1-1",FALSE,"Female","75118",37,"DIPL1.8","typem1.2","csp_3_5","B"
73601,"TA1-1",FALSE,"Female","75118",27,"DIPL1.6","typem1.2","csp_4_3","X"
73602,"TA1-1",FALSE,"Female","75118",30,"DIPL1.8","typem1.2","csp_3_7","X"
73604,"TA2-2",TRUE,"Female","75118",16,"DIPL3","typem4.1","csp_8_5","X"
73605,"TA1-1",FALSE,"Male","75118",30,"DIPL1.8","typem1.1","csp_3_4","X"
73608,"TA1-2",TRUE,"Male","75118",23,"DIPL1.4","typem2.0","csp_8_1","X"
73612,"TA2-1",FALSE,"Female","75118",71,"DIPL1.7","typem1.2","csp_7_5","X"
73614,"TA1-1",TRUE,"Female","75118",66,"DIPL1.9","typem1.2","csp_3_4","X"
73615,"TA2-1",FALSE,"Male","75118",72,"DIPL1.2","typem1.1","csp_7_5","B"
73616,"TA1-1",FALSE,"Female","75118",24,"DIPL1.8","typem1.2","csp_3_5","B"
73620,"TA1-1",FALSE,"Female","75118",30,"DIPL1.8","typem4.1","csp_3_7","X"
73623,"TA1-1",FALSE,"Female","75118",35,"DIPL1.8","typem4.1","csp_4_6","B"
73624,"TA1-1",FALSE,"Female","75118",29,"DIPL1.8","typem1.2","csp_3_7","X"
73626,"TA2-2",TRUE,"Male","75118",20,"DIPL1.4","typem4.2","csp_8_4","B"
73632,"TA2-4",FALSE,"Female","75118",40,"DIPL1.4","typem4.2","csp_8_5","X"
73636,"TA2-1",FALSE,"Female","75118",67,"DIPL1.8","typem4.4","csp_7_5","X"
73637,"TA1-1",FALSE,"Male","75118",56,"DIPL1.3","typem4.2","csp_4_2","X"
73639,"TA1-1",FALSE,"Female","75118",28,"DIPL1.8","typem4.1","csp_3_8","B"
73640,"TA2-5",FALSE,"Female","75118",67,"DIPL1.3","typem3.2","csp_8_6","X"
73644,"TA1-1",FALSE,"Female","75118",59,"DIPL3","typem4.1","csp_5_4","B"
